n_steps,time,mean_reward
3215,0h1min27s,0.3
6216,0h3min24s,0.33
9530,0h4min27s,0.29
12844,0h5min50s,0.31
16374,0h7min35s,0.32
19816,0h8min36s,0.31
23247,0h11min13s,0.29
26329,0h12min30s,0.29
29745,0h13min34s,0.3
32790,0h15min36s,0.29
35588,0h16min42s,0.3
42215,0h19min1s,0.31
45239,0h20min34s,0.31
48240,0h22min24s,0.31
51272,0h23min37s,0.31
54273,0h24min48s,0.31
57274,0h26min10s,0.31
60275,0h27min52s,0.31
63276,0h28min57s,0.32
66277,0h30min48s,0.32
72279,0h32min0s,0.32
78561,0h33min27s,0.33
85051,0h35min21s,0.33
88188,0h36min56s,0.33
94211,0h38min54s,0.33
97212,0h40min32s,0.33
100213,0h42min26s,0.33
103214,0h43min34s,0.33
106395,0h45min36s,0.34
