n_steps,time,mean_reward,mean_length
500,0h0min12s,0.0,500.0
1000,0h0min24s,0.0,500.0
1500,0h0min46s,0.0,500.0
2000,0h1min11s,0.0,500.0
2500,0h1min35s,0.0,500.0
3000,0h2min1s,0.0,500.0
3500,0h2min26s,0.0,500.0
4000,0h2min51s,0.0,500.0
4500,0h3min16s,0.0,500.0
5000,0h3min41s,0.0,500.0
5500,0h4min5s,0.0,500.0
5540,0h4min8s,0.0,461.67
6040,0h4min33s,0.0,464.62
6540,0h4min58s,0.0,467.14
7040,0h5min23s,0.0,469.33
7540,0h5min47s,0.0,471.25
8040,0h6min12s,0.0,472.94
8540,0h6min37s,0.0,474.44
9040,0h7min3s,0.0,475.79
9540,0h7min28s,0.0,477.0
10040,0h7min53s,0.0,478.1
10540,0h8min18s,0.0,479.09
11040,0h8min43s,0.0,480.0
11540,0h9min8s,0.0,480.83
12040,0h9min34s,0.0,481.6
12540,0h9min58s,0.0,482.31
13040,0h10min23s,0.0,482.96
13540,0h10min48s,0.0,483.57
14040,0h11min14s,0.0,484.14
14540,0h11min39s,0.0,484.67
15040,0h12min5s,0.0,485.16
15540,0h12min30s,0.0,485.62
16040,0h12min56s,0.0,486.06
16540,0h13min21s,0.0,486.47
17040,0h13min46s,0.0,486.86
17540,0h14min11s,0.0,487.22
18040,0h14min36s,0.0,487.57
18540,0h15min1s,0.0,487.89
19040,0h15min26s,0.0,488.21
19540,0h15min52s,0.0,488.5
20040,0h16min17s,0.0,488.78
20540,0h16min42s,0.0,489.05
21040,0h17min7s,0.0,489.3
21540,0h17min32s,0.0,489.55
22040,0h17min57s,0.0,489.78
22540,0h18min23s,0.0,490.0
23040,0h18min49s,0.0,490.21
23540,0h19min15s,0.0,490.42
24040,0h19min41s,0.0,490.61
24540,0h20min6s,0.0,490.8
25040,0h20min31s,0.0,490.98
25540,0h20min56s,0.0,490.98
26040,0h21min22s,0.0,490.98
26540,0h21min48s,0.0,490.98
27040,0h22min13s,0.0,490.98
27540,0h22min39s,0.0,490.98
28040,0h23min4s,0.0,490.98
28540,0h23min29s,0.0,490.98
29040,0h23min54s,0.0,490.98
29540,0h24min20s,0.0,490.98
30040,0h24min45s,0.0,490.98
30540,0h25min11s,0.0,490.98
31040,0h25min36s,0.0,500.0
31540,0h26min2s,0.0,500.0
32040,0h26min27s,0.0,500.0
32540,0h26min53s,0.0,500.0
33040,0h27min18s,0.0,500.0
33540,0h27min44s,0.0,500.0
34040,0h28min9s,0.0,500.0
34540,0h28min35s,0.0,500.0
35040,0h29min1s,0.0,500.0
35540,0h29min26s,0.0,500.0
36040,0h29min52s,0.0,500.0
36540,0h30min17s,0.0,500.0
