Wall time,Step,Value
1736426865.6941183,500,-142.5165252685547
1736427195.6294827,1000,-17.17067527770996
1736427358.54772,1500,3.3045523166656494
1736427443.085348,2000,3.4151198863983154
1736427558.232477,2500,3.2776830196380615
1736427646.7764757,3000,3.4122636318206787
1736427696.291862,3500,3.5319719314575195
1736427743.551634,4000,3.609633684158325
1736427761.9579184,4500,3.8089489936828613
1736427768.692121,5000,3.9848387241363525
1736427785.0214946,5500,4.100294589996338
1736427793.1033952,6000,-5.75820779800415
1736427851.5313966,6500,4.569413185119629
1736427897.5416036,7000,4.576263427734375
1736427901.0809433,7500,4.738515377044678
1736427931.948051,8000,-5.138290882110596
1736427946.7393312,8500,-5.190856456756592
1736427949.7521167,9000,4.83951997756958
1736428002.2073855,9500,4.906777381896973
1736428056.9620266,10000,4.987390041351318
