Wall time,Step,Value
1736426050.8547306,500,-140.77398681640625
1736426283.3778403,1000,-37.308387756347656
1736426421.6052327,1500,-6.630331993103027
1736426463.9871209,2000,-6.277241230010986
1736426500.3139045,2500,-16.093338012695312
1736426508.0027437,3000,-5.8774285316467285
1736426533.5354097,3500,4.40838623046875
1736426536.9419272,4000,4.5253376960754395
1736426540.158692,4500,4.582412242889404
1736426543.9920957,5000,-5.374552249908447
1736426547.1678262,5500,-35.425079345703125
1736426550.1885245,6000,-25.354496002197266
1736426554.198381,6500,-5.1583428382873535
1736426557.4121232,7000,-25.15297508239746
1736426560.6602528,7500,-25.11448097229004
1736426565.6339073,8000,-15.063240051269531
1736426568.7340176,8500,-4.9115519523620605
1736426572.7853084,9000,-14.974492073059082
1736426575.8248413,9500,-15.031627655029297
1736426579.7010581,10000,5.136044502258301
