Wall time,Step,Value
1736419092.3873942,500,-166.73484802246094
1736419397.3552446,1000,-37.345123291015625
1736419594.2296138,1500,-6.941227912902832
1736419787.1551492,2000,3.2497501373291016
1736419850.6137326,2500,3.4747376441955566
1736419867.783135,3000,3.7636330127716064
1736419881.0949879,3500,4.046640396118164
1736419882.9587748,4000,4.218184471130371
1736419888.4641826,4500,4.220327854156494
1736419905.5157733,5000,4.215966701507568
1736419907.1002717,5500,4.342797756195068
1736419908.7016397,6000,4.490449905395508
1736419910.338941,6500,4.6772541999816895
1736419911.9294505,7000,4.707087993621826
1736419913.6048875,7500,4.643275737762451
1736419915.190647,8000,4.831629753112793
1736419916.769184,8500,4.9127092361450195
1736419918.680205,9000,4.869399070739746
1736419920.2531729,9500,4.92055082321167
1736419921.8388824,10000,4.9864020347595215
