Wall time,Step,Value
1736427045.0808768,500,-266.4407653808594
1736427417.809987,1000,-107.48331451416016
1736427595.6849768,1500,-16.746484756469727
1736427681.460514,2000,3.6739158630371094
1736427723.1156518,2500,4.058863162994385
1736427770.2520185,3000,4.121435642242432
1736427773.34015,3500,4.17411470413208
1736427790.301173,4000,4.18770694732666
1736427800.6093047,4500,4.16063928604126
1736427858.657814,5000,4.312159061431885
1736427918.8576145,5500,4.370563983917236
1736427980.829784,6000,4.291050434112549
1736428037.0671225,6500,4.401915073394775
1736428059.649983,7000,4.676276683807373
1736428092.4334931,7500,4.819483280181885
1736428104.00441,8000,4.799358367919922
1736428127.9374828,8500,4.904731273651123
1736428130.4558527,9000,4.977802753448486
1736428132.8023202,9500,5.025507926940918
1736428144.561974,10000,5.049837589263916
