n_steps,time,mean_reward,mean_length
989,0h0min6s,0.47,98.9
2034,0h0min28s,0.48,101.7
2893,0h0min51s,0.45,96.43
3871,0h1min13s,0.44,96.78
4961,0h1min39s,0.44,99.22
5927,0h2min4s,0.42,100.43
6882,0h2min28s,0.38,97.02
8127,0h3min0s,0.36,104.59
9312,0h3min30s,0.34,107.65
10292,0h3min53s,0.29,107.69
11543,0h4min26s,0.28,114.0
12568,0h4min52s,0.26,113.8
13603,0h5min20s,0.25,109.33
14462,0h5min43s,0.23,102.94
15492,0h6min10s,0.27,103.0
16584,0h6min34s,0.27,100.8
17476,0h6min56s,0.31,98.2
18446,0h7min19s,0.3,96.92
19492,0h7min44s,0.32,99.86
20604,0h8min14s,0.32,102.2
21677,0h8min38s,0.31,101.82
22798,0h9min6s,0.28,105.04
23937,0h9min33s,0.3,109.63
24982,0h9min58s,0.3,110.63
26013,0h10min25s,0.29,106.94
27169,0h10min54s,0.29,110.49
28305,0h11min23s,0.3,110.55
29230,0h11min48s,0.28,105.75
30292,0h12min16s,0.3,106.08
31179,0h12min39s,0.29,102.04
32307,0h13min7s,0.28,102.71
33322,0h13min31s,0.29,100.33
34230,0h13min53s,0.28,100.0
35111,0h14min15s,0.26,96.45
36191,0h14min41s,0.28,101.02
36877,0h15min0s,0.29,92.39
37808,0h15min22s,0.28,89.92
38974,0h15min53s,0.31,95.82
40160,0h16min23s,0.32,100.96
41229,0h16min50s,0.3,99.47
42109,0h17min12s,0.3,103.14
43212,0h17min39s,0.3,107.92
44172,0h18min5s,0.29,104.94
45069,0h18min28s,0.26,98.22
46098,0h18min55s,0.27,97.43
47099,0h19min20s,0.26,100.41
48082,0h19min46s,0.26,95.84
49136,0h20min15s,0.24,99.29
50262,0h20min45s,0.26,104.63
51599,0h21min18s,0.26,109.82
52645,0h21min46s,0.25,110.71
53671,0h22min13s,0.24,111.55
54682,0h22min38s,0.26,111.8
55613,0h23min2s,0.24,106.88
56854,0h23min35s,0.24,105.0
57788,0h24min1s,0.24,102.8
58787,0h24min31s,0.24,102.27
60018,0h25min4s,0.25,106.59
60953,0h25min31s,0.26,106.67
61976,0h26min1s,0.25,102.39
63114,0h26min32s,0.24,106.33
63975,0h26min57s,0.22,102.55
65002,0h27min27s,0.19,99.69
65983,0h27min55s,0.2,100.59
67064,0h28min23s,0.2,101.73
68053,0h28min52s,0.18,98.8
69053,0h29min23s,0.16,99.73
70128,0h29min56s,0.19,102.47
71041,0h30min22s,0.18,101.14
72142,0h30min55s,0.21,101.53
73056,0h31min24s,0.23,101.51
74070,0h31min54s,0.26,100.33
74987,0h32min23s,0.28,97.69
75971,0h32min52s,0.26,98.63
77123,0h33min27s,0.28,99.63
78286,0h34min1s,0.3,104.51
79402,0h34min33s,0.3,106.51
80667,0h35min10s,0.3,112.12
81804,0h35min42s,0.32,115.0
82907,0h36min16s,0.29,115.37
83977,0h36min50s,0.23,113.55
84977,0h37min17s,0.19,111.27
85977,0h37min50s,0.13,107.63
86977,0h38min23s,0.06,103.39
87977,0h38min56s,0.02,101.37
88851,0h39min23s,0.04,97.53
89809,0h39min50s,0.08,96.71
91057,0h40min26s,0.13,101.57
92015,0h40min54s,0.17,100.75
93005,0h41min23s,0.24,100.55
94103,0h41min53s,0.28,104.94
95010,0h42min20s,0.29,103.94
95832,0h42min44s,0.29,95.59
97010,0h43min18s,0.32,101.31
97966,0h43min45s,0.31,99.24
99068,0h44min17s,0.31,101.18
100296,0h44min55s,0.32,104.31
101687,0h45min34s,0.35,117.14
102969,0h46min10s,0.34,119.06
103998,0h46min41s,0.35,120.24
104854,0h47min6s,0.32,115.41
105962,0h47min38s,0.31,113.8
106952,0h48min9s,0.28,107.02
107766,0h48min33s,0.27,96.02
108578,0h48min58s,0.24,91.76
109592,0h49min28s,0.25,93.61
110592,0h49min57s,0.21,92.75
111619,0h50min26s,0.21,93.47
112656,0h50min55s,0.19,97.84
113656,0h51min27s,0.15,101.53
114705,0h51min58s,0.13,102.22
115821,0h52min30s,0.13,104.49
116821,0h53min3s,0.12,103.96
117821,0h53min32s,0.1,103.24
118821,0h54min1s,0.09,103.24
119821,0h54min29s,0.08,102.27
120874,0h55min3s,0.07,101.04
