n_steps,time,mean_reward,mean_length
966,0h0min6s,0.41,96.6
1876,0h0min25s,0.37,93.8
2849,0h0min51s,0.39,94.97
3550,0h1min10s,0.38,88.75
4591,0h1min38s,0.38,91.82
5854,0h2min9s,0.38,99.27
6993,0h2min39s,0.39,101.08
8228,0h3min13s,0.38,107.43
9282,0h3min40s,0.36,112.98
10447,0h4min9s,0.34,117.61
11463,0h4min35s,0.3,111.94
12664,0h5min6s,0.28,114.75
13836,0h5min37s,0.26,111.92
15015,0h6min8s,0.28,114.37
15926,0h6min33s,0.27,109.18
16641,0h6min52s,0.27,103.14
17635,0h7min19s,0.26,100.78
18668,0h7min47s,0.27,96.71
19672,0h8min15s,0.26,93.27
20653,0h8min41s,0.25,94.65
21679,0h9min8s,0.29,100.75
22588,0h9min31s,0.31,99.08
23511,0h9min57s,0.3,97.02
24728,0h10min31s,0.31,101.1
25520,0h10min53s,0.31,97.39
26232,0h11min12s,0.28,91.24
27338,0h11min43s,0.28,95.1
28304,0h12min7s,0.28,95.94
29418,0h12min37s,0.26,92.43
30399,0h13min4s,0.27,97.63
31420,0h13min31s,0.3,103.69
32350,0h13min56s,0.29,99.82
33472,0h14min25s,0.3,103.29
34491,0h14min53s,0.29,102.43
35594,0h15min20s,0.29,103.82
36617,0h15min48s,0.28,102.71
37514,0h16min13s,0.29,104.1
38603,0h16min44s,0.3,103.47
39736,0h17min13s,0.29,104.8
40680,0h17min37s,0.27,100.2
41578,0h18min3s,0.27,99.24
42631,0h18min30s,0.27,100.45
43509,0h18min51s,0.26,98.16
44503,0h19min18s,0.25,95.43
45363,0h19min40s,0.25,93.37
46377,0h20min6s,0.26,96.06
47427,0h20min34s,0.26,96.76
48399,0h20min59s,0.26,97.84
49392,0h21min27s,0.26,97.82
50348,0h21min53s,0.27,99.71
51374,0h22min22s,0.26,99.94
52453,0h22min50s,0.26,100.51
53527,0h23min19s,0.27,102.51
54539,0h23min46s,0.29,102.88
55617,0h24min14s,0.27,105.27
56589,0h24min41s,0.27,104.22
57525,0h25min8s,0.27,101.41
58685,0h25min41s,0.25,104.24
59638,0h26min4s,0.26,101.94
60452,0h26min27s,0.26,98.29
61514,0h26min55s,0.25,96.94
62596,0h27min26s,0.23,101.39
63670,0h27min56s,0.23,99.71
64861,0h28min29s,0.24,105.49
65861,0h28min53s,0.25,108.02
66897,0h29min24s,0.22,107.51
67768,0h29min49s,0.22,103.37
68685,0h30min16s,0.21,100.29
69814,0h30min52s,0.2,99.08
70659,0h31min18s,0.18,96.04
71659,0h31min50s,0.19,95.33
72472,0h32min18s,0.19,93.2
73383,0h32min47s,0.19,94.08
74356,0h33min17s,0.19,91.02
75305,0h33min46s,0.19,93.06
76265,0h34min16s,0.2,92.27
77276,0h34min48s,0.23,96.16
78193,0h35min19s,0.25,96.27
79281,0h35min52s,0.26,98.16
80428,0h36min28s,0.27,102.41
81438,0h36min59s,0.26,103.39
82577,0h37min34s,0.28,105.9
83621,0h38min8s,0.28,107.55
84621,0h38min36s,0.26,106.67
85693,0h39min8s,0.24,105.2
86659,0h39min38s,0.25,104.33
87593,0h40min8s,0.2,100.31
88551,0h40min38s,0.17,98.63
89593,0h41min8s,0.16,99.45
90762,0h41min44s,0.18,101.35
91804,0h42min17s,0.18,102.84
93037,0h42min56s,0.22,108.71
94078,0h43min29s,0.23,110.67
95044,0h43min59s,0.24,108.84
95960,0h44min30s,0.24,103.88
96872,0h45min1s,0.23,101.98
98039,0h45min38s,0.22,101.86
99087,0h46min13s,0.2,100.18
100083,0h46min47s,0.19,99.22
101030,0h47min17s,0.19,100.94
102086,0h47min51s,0.2,104.2
103334,0h48min29s,0.2,105.78
104473,0h49min5s,0.24,107.57
105632,0h49min43s,0.25,110.76
106616,0h50min15s,0.26,111.49
107611,0h50min47s,0.26,110.29
108516,0h51min16s,0.26,103.57
109363,0h51min45s,0.25,98.92
110546,0h52min19s,0.25,98.31
111630,0h52min54s,0.26,100.27
112656,0h53min28s,0.26,99.59
113648,0h53min59s,0.29,102.59
114499,0h54min24s,0.3,102.67
115620,0h54min58s,0.31,101.45
116545,0h55min30s,0.31,98.33
