n_steps,time,mean_reward
8,0h3min16s,0.24
14,0h5min54s,0.13
23,0h8min17s,0.18
75,0h9min23s,0.27
84,0h12min4s,0.26
148,0h15min27s,0.29
214,0h16min42s,0.32
250,0h18min28s,0.33
292,0h20min16s,0.33
385,0h21min56s,0.34
435,0h24min56s,0.33
491,0h27min46s,0.32
648,0h28min48s,0.33
865,0h29min50s,0.37
1033,0h31min26s,0.38
1170,0h32min29s,0.4
