n_steps,time,mean_reward
219,0h1min2s,0.54
477,0h2min3s,0.65
733,0h3min5s,0.7
978,0h4min9s,0.74
1207,0h5min10s,0.81
1433,0h6min12s,0.86
1697,0h7min14s,0.87
1970,0h8min16s,0.86
2241,0h9min17s,0.88
2510,0h10min17s,0.9
2834,0h11min18s,0.91
3293,0h12min18s,0.93
3747,0h13min20s,0.91
4224,0h14min21s,0.93
4756,0h15min22s,0.94
5264,0h16min23s,0.93
5750,0h17min23s,0.94
6406,0h18min24s,0.94
7148,0h19min24s,0.93
8012,0h20min25s,0.95
8864,0h21min27s,0.96
9733,0h22min27s,0.97
10604,0h23min27s,0.97
12098,0h24min28s,0.98
14174,0h25min28s,0.99
16154,0h26min28s,0.99
18163,0h27min29s,0.99
20515,0h28min29s,1.0
25712,0h29min29s,1.0
29902,0h30min30s,0.99
35062,0h31min30s,1.0
45111,0h32min30s,1.0
