n_steps,time,mean_reward
254,0h1min1s,0.59
628,0h2min2s,0.67
985,0h3min2s,0.72
1408,0h4min3s,0.78
1839,0h5min4s,0.79
2312,0h6min4s,0.82
2749,0h7min4s,0.86
3175,0h8min5s,0.87
3613,0h9min6s,0.87
4021,0h10min7s,0.9
4401,0h11min8s,0.93
4771,0h12min9s,0.92
5261,0h13min10s,0.94
5704,0h14min11s,0.96
6280,0h15min12s,0.97
6982,0h16min12s,0.96
7815,0h17min13s,0.96
8631,0h18min14s,0.97
9560,0h19min14s,0.98
10648,0h20min15s,0.99
11746,0h21min16s,0.98
12973,0h22min17s,0.98
14580,0h23min18s,0.98
16502,0h24min18s,0.99
18988,0h25min19s,0.99
23330,0h26min20s,0.99
28268,0h27min20s,0.99
31602,0h28min21s,0.99
37938,0h29min21s,0.99
43799,0h30min21s,0.99
52039,0h31min22s,0.99
62444,0h32min22s,1.0
