n_steps,time,mean_reward
293,0h1min2s,0.67
650,0h2min3s,0.73
1050,0h3min3s,0.77
1471,0h4min4s,0.84
1955,0h5min4s,0.89
2452,0h6min4s,0.9
3045,0h7min5s,0.89
3650,0h8min6s,0.94
4328,0h9min7s,0.96
5101,0h10min7s,0.95
5807,0h11min8s,0.95
6761,0h12min9s,0.97
7954,0h13min9s,0.99
9531,0h14min11s,0.99
12029,0h15min11s,1.0
15429,0h16min11s,1.0
17973,0h17min11s,0.99
20344,0h18min11s,0.99
23345,0h19min12s,1.0
26624,0h20min12s,1.0
29405,0h21min12s,1.0
33126,0h22min13s,0.99
36882,0h23min13s,1.0
41604,0h24min13s,1.0
48971,0h25min14s,1.0
56529,0h26min14s,1.0
65587,0h27min15s,1.0
81403,0h28min15s,1.0
87359,0h29min15s,1.0
98290,0h30min15s,1.0
108992,0h31min16s,1.0
119746,0h32min16s,1.0
