n_steps,time,mean_reward
169,0h1min2s,0.59
414,0h2min10s,0.65
635,0h3min11s,0.66
826,0h4min16s,0.68
1094,0h5min16s,0.7
1357,0h6min18s,0.72
1594,0h7min20s,0.73
1844,0h8min21s,0.75
2050,0h9min23s,0.78
2284,0h10min25s,0.8
2528,0h11min28s,0.83
2878,0h12min28s,0.87
3204,0h13min30s,0.89
3635,0h14min31s,0.92
4069,0h15min32s,0.92
4569,0h16min33s,0.91
5151,0h17min35s,0.9
5827,0h18min35s,0.93
6442,0h19min36s,0.95
7047,0h20min36s,0.93
7633,0h21min37s,0.93
8216,0h22min39s,0.93
8982,0h23min39s,0.95
9786,0h24min39s,0.96
10744,0h25min40s,0.97
11787,0h26min41s,0.98
12789,0h27min41s,0.98
14005,0h28min41s,0.98
15293,0h29min42s,0.97
16867,0h30min42s,0.99
18727,0h31min42s,0.99
20632,0h32min42s,0.99
23702,0h33min43s,0.99
26663,0h34min43s,1.0
28418,0h35min44s,1.0
30368,0h36min44s,1.0
32881,0h37min44s,0.99
36051,0h38min44s,1.0
38009,0h39min45s,0.99
42250,0h40min45s,0.99
49421,0h41min45s,0.99
58503,0h42min46s,1.0
63435,0h43min46s,1.0
70431,0h44min47s,1.0
78020,0h45min47s,1.0
87848,0h46min47s,1.0
