n_steps,time,mean_reward
152,0h1min6s,0.51
303,0h2min7s,0.6
518,0h3min7s,0.66
743,0h4min8s,0.7
931,0h5min9s,0.71
1218,0h6min9s,0.8
1581,0h7min11s,0.83
1835,0h8min12s,0.82
2199,0h9min13s,0.84
2567,0h10min13s,0.85
2978,0h11min14s,0.88
3527,0h12min14s,0.89
4227,0h13min15s,0.88
5226,0h14min17s,0.91
6140,0h15min17s,0.94
7531,0h16min17s,0.93
8849,0h17min17s,0.94
10725,0h18min18s,0.97
13241,0h19min18s,0.97
16637,0h20min18s,0.99
22040,0h21min20s,0.99
37811,0h22min20s,1.0
59608,0h23min20s,1.0
88129,0h24min20s,0.98
108787,0h25min20s,1.0
131042,0h26min20s,1.0
164552,0h27min20s,1.0
196929,0h28min20s,1.0
222552,0h29min21s,1.0
257582,0h30min21s,1.0
313707,0h31min21s,1.0
372532,0h32min21s,1.0
416615,0h33min21s,1.0
469421,0h34min21s,1.0
533304,0h35min21s,1.0
596609,0h36min21s,1.0
643420,0h37min21s,1.0
699361,0h38min21s,1.0
762931,0h39min21s,1.0
823516,0h40min21s,1.0
882936,0h41min21s,1.0
936621,0h42min21s,1.0
995926,0h43min21s,1.0
1050736,0h44min21s,1.0
1102770,0h45min21s,1.0
1154512,0h46min21s,1.0
