n_steps,time,mean_reward,mean_length
794,0h0min2s,0.33,79.4
1481,0h0min9s,0.32,74.05
2381,0h0min24s,0.33,79.37
3330,0h0min41s,0.35,83.25
4437,0h0min59s,0.36,88.74
5705,0h1min20s,0.38,99.47
6732,0h1min37s,0.37,103.9
7879,0h1min55s,0.35,108.27
8837,0h2min11s,0.32,110.73
9859,0h2min29s,0.28,108.27
10759,0h2min42s,0.24,101.06
11735,0h2min57s,0.24,98.67
12716,0h3min15s,0.23,96.8
13597,0h3min29s,0.24,95.29
14796,0h3min50s,0.27,98.76
15865,0h4min7s,0.27,102.08
16785,0h4min25s,0.28,100.98
17967,0h4min49s,0.3,105.37
18881,0h5min2s,0.3,105.98
20008,0h5min22s,0.28,104.51
21221,0h5min42s,0.28,106.98
22177,0h6min1s,0.28,107.69
23180,0h6min18s,0.29,104.84
24188,0h6min34s,0.27,106.02
25237,0h6min52s,0.28,104.49
26293,0h7min13s,0.31,103.14
27212,0h7min28s,0.31,100.69
28374,0h7min47s,0.3,104.71
29214,0h8min4s,0.29,99.08
30142,0h8min19s,0.28,98.82
31237,0h8min37s,0.27,99.43
32261,0h8min56s,0.24,100.96
33409,0h9min17s,0.25,100.69
34634,0h9min39s,0.29,107.1
35811,0h9min59s,0.29,114.2
36836,0h10min18s,0.27,111.75
