n_steps,time,mean_reward,mean_length
854,0h0min2s,0.37,85.4
1861,0h0min15s,0.4,93.05
2746,0h0min31s,0.39,91.53
4017,0h0min54s,0.38,100.42
5109,0h1min14s,0.39,102.18
6232,0h1min31s,0.38,107.41
7216,0h1min48s,0.36,107.78
8262,0h2min6s,0.35,110.12
9402,0h2min26s,0.34,108.22
10401,0h2min43s,0.31,105.73
11301,0h2min59s,0.28,101.35
12142,0h3min14s,0.28,98.55
13143,0h3min32s,0.29,97.67
14262,0h3min52s,0.29,97.78
15239,0h4min9s,0.27,96.82
16289,0h4min29s,0.28,100.82
17099,0h4min43s,0.28,99.16
18295,0h5min3s,0.25,102.98
19240,0h5min21s,0.24,99.57
20330,0h5min42s,0.25,101.78
21330,0h6min0s,0.26,101.25
22564,0h6min23s,0.25,107.71
23560,0h6min40s,0.27,105.2
24793,0h7min4s,0.28,110.84
25888,0h7min23s,0.28,111.43
26835,0h7min42s,0.28,109.9
27839,0h8min1s,0.29,105.39
28873,0h8min21s,0.3,106.14
29971,0h8min36s,0.3,104.94
30957,0h8min55s,0.3,101.71
32007,0h9min16s,0.29,103.37
33048,0h9min35s,0.28,104.9
34004,0h9min52s,0.26,102.57
35076,0h10min12s,0.25,102.8
36114,0h10min31s,0.24,101.71
37149,0h10min50s,0.28,103.53
38225,0h11min9s,0.29,103.47
39344,0h11min31s,0.29,107.33
40253,0h11min48s,0.28,103.47
41405,0h12min9s,0.29,105.86
42228,0h12min25s,0.26,99.88
43186,0h12min42s,0.24,99.24
44084,0h12min59s,0.23,95.73
44936,0h13min17s,0.22,92.12
45973,0h13min35s,0.25,91.53
46759,0h13min48s,0.23,90.8
47749,0h14min6s,0.24,90.57
