n_steps,time,mean_reward,mean_length
898,0h0min2s,0.35,89.8
1914,0h0min16s,0.4,95.7
2533,0h0min27s,0.38,84.43
3537,0h0min46s,0.39,88.42
4670,0h1min8s,0.39,93.4
5596,0h1min25s,0.4,94.47
6729,0h1min45s,0.36,95.39
7857,0h2min6s,0.35,104.92
8819,0h2min22s,0.32,105.53
10034,0h2min42s,0.33,107.14
11403,0h3min5s,0.32,115.82
12622,0h3min28s,0.36,118.67
13511,0h3min44s,0.36,112.82
14626,0h4min5s,0.38,115.82
15676,0h4min24s,0.35,113.31
16737,0h4min45s,0.35,107.39
17865,0h5min6s,0.35,105.63
19121,0h5min28s,0.35,111.96
20231,0h5min48s,0.36,113.53
21325,0h6min9s,0.38,113.8
22295,0h6min27s,0.35,110.94
23102,0h6min44s,0.34,105.35
24036,0h6min59s,0.33,99.82
24899,0h7min15s,0.27,93.49
26111,0h7min38s,0.26,96.25
27041,0h7min55s,0.25,95.02
28166,0h8min14s,0.25,101.25
29086,0h8min31s,0.25,100.98
30262,0h8min52s,0.3,107.12
31105,0h9min10s,0.31,99.88
32199,0h9min30s,0.34,101.61
33188,0h9min50s,0.35,100.82
34202,0h10min9s,0.35,103.18
35202,0h10min25s,0.33,99.94
36349,0h10min45s,0.31,104.98
37180,0h11min1s,0.28,99.92
38270,0h11min19s,0.27,100.25
39152,0h11min34s,0.24,99.02
40361,0h11min57s,0.25,103.12
41445,0h12min18s,0.24,102.53
42513,0h12min37s,0.26,105.27
43639,0h12min58s,0.25,107.24
44485,0h13min15s,0.29,104.82
45613,0h13min34s,0.29,106.39
46890,0h13min56s,0.32,107.53
47955,0h14min15s,0.32,108.67
