n_steps,time,mean_reward,mean_length
470,0h0min1s,0.27,47.0
1370,0h0min7s,0.33,68.5
2404,0h0min24s,0.38,80.13
3762,0h0min48s,0.4,94.05
4971,0h1min7s,0.4,99.42
5908,0h1min23s,0.41,107.37
6669,0h1min38s,0.37,104.43
7523,0h1min54s,0.32,102.98
8462,0h2min8s,0.29,94.12
9422,0h2min23s,0.27,91.18
10514,0h2min40s,0.25,92.27
11331,0h2min54s,0.27,93.37
12255,0h3min9s,0.28,93.51
13310,0h3min27s,0.28,97.02
14294,0h3min44s,0.29,97.49
15357,0h4min3s,0.31,98.04
16403,0h4min19s,0.32,101.41
17287,0h4min35s,0.33,100.98
18426,0h4min58s,0.3,103.06
19512,0h5min17s,0.28,104.27
20557,0h5min32s,0.26,104.37
21588,0h5min50s,0.23,103.63
22629,0h6min6s,0.23,106.71
23757,0h6min27s,0.22,106.49
24809,0h6min44s,0.24,105.82
25687,0h7min0s,0.22,102.55
26735,0h7min18s,0.24,102.88
27870,0h7min37s,0.24,104.73
28926,0h7min54s,0.24,103.31
29997,0h8min12s,0.26,103.69
30986,0h8min30s,0.26,105.86
32067,0h8min48s,0.23,106.51
33029,0h9min7s,0.23,103.73
34189,0h9min29s,0.24,105.16
35225,0h9min45s,0.22,104.47
35887,0h9min57s,0.24,98.06
36937,0h10min17s,0.26,97.45
