n_steps,time,mean_reward,mean_length
1029,0h0min2s,0.44,102.9
1803,0h0min13s,0.4,90.15
2695,0h0min29s,0.38,89.83
3685,0h0min46s,0.38,92.12
4865,0h1min7s,0.38,97.3
5803,0h1min23s,0.35,95.9
6922,0h1min43s,0.34,102.33
8057,0h2min1s,0.34,107.1
9202,0h2min22s,0.31,110.59
10380,0h2min44s,0.28,111.0
11489,0h3min2s,0.26,113.45
12516,0h3min18s,0.27,113.37
13336,0h3min34s,0.23,105.75
14296,0h3min50s,0.23,101.84
15377,0h4min10s,0.24,99.94
16373,0h4min28s,0.26,97.73
17351,0h4min44s,0.23,96.98
18413,0h5min5s,0.23,99.96
19454,0h5min19s,0.23,103.1
20419,0h5min34s,0.22,100.82
21497,0h5min52s,0.23,102.43
22753,0h6min15s,0.27,106.59
23954,0h6min38s,0.25,110.61
24842,0h6min56s,0.29,107.61
25896,0h7min12s,0.28,109.82
26884,0h7min29s,0.27,107.59
27831,0h7min47s,0.25,101.53
28862,0h8min4s,0.26,99.9
29885,0h8min22s,0.27,100.84
31173,0h8min47s,0.29,105.43
32300,0h9min10s,0.3,106.59
33291,0h9min28s,0.29,109.02
34395,0h9min50s,0.28,110.45
35451,0h10min10s,0.25,111.1
