n_steps,time,mean_reward,mean_length
725,0h0min4s,0.36,72.5
1347,0h0min13s,0.35,67.35
2126,0h0min31s,0.36,70.87
2636,0h0min45s,0.33,65.9
3482,0h1min5s,0.35,69.64
4526,0h1min29s,0.36,77.08
5201,0h1min46s,0.34,76.37
5951,0h2min7s,0.34,76.96
6565,0h2min22s,0.34,80.61
7282,0h2min39s,0.28,78.14
7961,0h2min56s,0.25,67.88
8539,0h3min10s,0.24,67.41
9238,0h3min29s,0.22,66.41
10096,0h3min51s,0.22,69.41
10746,0h4min7s,0.23,69.88
11695,0h4min31s,0.23,75.35
12367,0h4min49s,0.2,75.9
13092,0h5min9s,0.21,76.71
13904,0h5min29s,0.22,75.71
14621,0h5min49s,0.22,77.63
15440,0h6min10s,0.22,75.39
16190,0h6min28s,0.23,76.92
17005,0h6min49s,0.23,78.69
17636,0h7min6s,0.2,75.14
18507,0h7min27s,0.2,78.16
19266,0h7min48s,0.23,75.86
20187,0h8min11s,0.24,80.33
20860,0h8min28s,0.25,75.76
21593,0h8min47s,0.29,78.25
22412,0h9min7s,0.31,78.59
22968,0h9min23s,0.28,75.49
23560,0h9min39s,0.28,68.1
24241,0h9min56s,0.26,68.25
24981,0h10min13s,0.24,68.08
25896,0h10min36s,0.23,70.27
26701,0h10min58s,0.26,75.16
27597,0h11min21s,0.25,81.12
28264,0h11min38s,0.23,79.16
29067,0h11min59s,0.21,80.76
29823,0h12min19s,0.19,79.39
30954,0h12min46s,0.2,85.35
31791,0h13min8s,0.2,84.2
32492,0h13min28s,0.19,83.25
33547,0h13min55s,0.22,89.8
34298,0h14min14s,0.24,89.71
35214,0h14min37s,0.21,85.49
36064,0h14min59s,0.21,84.45
37134,0h15min25s,0.24,92.98
38035,0h15min50s,0.22,90.67
38951,0h16min14s,0.22,93.2
39630,0h16min32s,0.22,88.55
40415,0h16min52s,0.25,86.16
41147,0h17min12s,0.27,80.65
42110,0h17min36s,0.31,81.27
42757,0h17min54s,0.29,75.71
43492,0h18min14s,0.29,77.69
44241,0h18min35s,0.27,75.78
44898,0h18min53s,0.25,76.1
45606,0h19min12s,0.22,70.51
46165,0h19min29s,0.23,67.75
46850,0h19min47s,0.23,66.55
47673,0h20min9s,0.24,67.78
48563,0h20min31s,0.25,72.71
49385,0h20min53s,0.24,76.06
50317,0h21min16s,0.24,83.37
50937,0h21min33s,0.24,81.27
51684,0h21min53s,0.22,79.71
52539,0h22min14s,0.19,79.92
53392,0h22min35s,0.19,80.53
54240,0h22min57s,0.19,78.59
54871,0h23min14s,0.19,79.1
55559,0h23min32s,0.18,76.39
56114,0h23min48s,0.2,70.65
56844,0h24min7s,0.2,68.08
57542,0h24min27s,0.2,65.82
58346,0h24min48s,0.18,68.9
59252,0h25min11s,0.21,72.67
59990,0h25min32s,0.22,77.06
60805,0h25min52s,0.24,78.55
61641,0h26min13s,0.25,80.71
62344,0h26min33s,0.25,80.35
63281,0h26min57s,0.26,79.57
64008,0h27min16s,0.27,80.92
64610,0h27min33s,0.25,75.57
65450,0h27min56s,0.24,75.98
66237,0h28min17s,0.23,77.51
67093,0h28min42s,0.19,76.71
67753,0h29min0s,0.16,74.53
68485,0h29min20s,0.16,77.94
69440,0h29min44s,0.14,79.04
70282,0h30min7s,0.15,79.9
71111,0h30min28s,0.16,80.75
72015,0h30min52s,0.16,85.53
72866,0h31min17s,0.17,88.41
73785,0h31min42s,0.17,87.16
74630,0h32min8s,0.17,86.35
75549,0h32min33s,0.17,88.76
76434,0h32min57s,0.17,88.61
77400,0h33min23s,0.15,89.76
78326,0h33min47s,0.12,91.0
79376,0h34min16s,0.13,95.02
80244,0h34min37s,0.12,94.02
81135,0h35min3s,0.12,94.02
82066,0h35min31s,0.13,93.45
83034,0h35min58s,0.17,94.27
83903,0h36min23s,0.2,90.25
84833,0h36min49s,0.24,90.92
85810,0h37min16s,0.27,93.59
86793,0h37min46s,0.29,93.39
87664,0h38min11s,0.28,91.35
88269,0h38min30s,0.29,87.57
89044,0h38min52s,0.26,84.04
89851,0h39min16s,0.24,81.31
90551,0h39min36s,0.21,75.65
91719,0h40min8s,0.23,81.08
92499,0h40min30s,0.23,84.37
93302,0h40min52s,0.24,83.8
94191,0h41min18s,0.25,87.06
94909,0h41min37s,0.25,85.86
95603,0h41min57s,0.23,79.65
96385,0h42min20s,0.21,78.16
97292,0h42min44s,0.21,79.22
98217,0h43min11s,0.2,80.9
98833,0h43min30s,0.19,78.9
99619,0h43min53s,0.18,80.71
100324,0h44min14s,0.2,79.2
101222,0h44min38s,0.2,80.43
101949,0h44min59s,0.2,74.24
102652,0h45min20s,0.21,75.41
