n_steps,time,mean_reward,mean_length
771,0h0min4s,0.4,77.1
1205,0h0min11s,0.32,60.25
1869,0h0min26s,0.32,62.3
2484,0h0min40s,0.32,62.1
3244,0h0min58s,0.32,64.88
3795,0h1min9s,0.3,61.71
4357,0h1min23s,0.31,63.76
5106,0h1min39s,0.3,63.61
5899,0h1min57s,0.3,68.12
6934,0h2min23s,0.3,75.47
7857,0h2min46s,0.29,80.22
8356,0h2min59s,0.28,79.02
8972,0h3min13s,0.27,77.08
9675,0h3min31s,0.24,74.55
10459,0h3min51s,0.23,71.08
11162,0h4min8s,0.25,66.76
11932,0h4min25s,0.24,70.92
13222,0h4min53s,0.26,84.1
13910,0h5min10s,0.27,84.1
14679,0h5min29s,0.27,84.04
15543,0h5min48s,0.26,86.18
16200,0h6min4s,0.28,85.65
17054,0h6min23s,0.26,79.57
17961,0h6min46s,0.26,81.39
18641,0h7min2s,0.25,79.65
19424,0h7min20s,0.24,79.47
20119,0h7min37s,0.25,78.8
20993,0h7min57s,0.25,79.2
21669,0h8min16s,0.27,74.67
22216,0h8min29s,0.28,72.06
22942,0h8min48s,0.3,69.57
23918,0h9min9s,0.3,76.96
25059,0h9min33s,0.31,81.69
25960,0h9min55s,0.31,86.1
26579,0h10min11s,0.28,85.94
27368,0h10min30s,0.26,87.57
28114,0h10min50s,0.25,84.24
29038,0h11min13s,0.24,79.98
29705,0h11min30s,0.22,74.47
30647,0h11min53s,0.22,79.96
31097,0h12min5s,0.2,73.65
31774,0h12min21s,0.19,73.73
32504,0h12min39s,0.21,71.22
33145,0h12min54s,0.19,68.2
34053,0h13min15s,0.22,68.75
34822,0h13min33s,0.22,73.69
35514,0h13min50s,0.23,75.29
36413,0h14min11s,0.24,78.61
37254,0h14min31s,0.24,81.29
37897,0h14min47s,0.21,77.33
38499,0h15min2s,0.22,72.37
39135,0h15min18s,0.21,71.43
39869,0h15min36s,0.22,68.92
40603,0h15min55s,0.22,68.45
41511,0h16min16s,0.21,71.43
42158,0h16min33s,0.21,73.71
42948,0h16min53s,0.21,75.55
43696,0h17min12s,0.2,75.51
44430,0h17min30s,0.2,77.0
45546,0h17min56s,0.21,81.08
46258,0h18min15s,0.21,81.2
47005,0h18min34s,0.21,80.55
47735,0h18min53s,0.22,81.14
48568,0h19min13s,0.2,83.1
49418,0h19min33s,0.21,77.88
50168,0h19min53s,0.23,77.43
51138,0h20min17s,0.25,83.0
51972,0h20min34s,0.25,85.04
52717,0h20min54s,0.25,83.31
53761,0h21min18s,0.24,87.12
54633,0h21min39s,0.23,87.98
55453,0h22min0s,0.22,86.57
56323,0h22min19s,0.18,85.98
57349,0h22min43s,0.2,92.78
58284,0h23min6s,0.21,90.65
59013,0h23min24s,0.21,88.71
59617,0h23min40s,0.21,82.65
60129,0h23min55s,0.23,76.59
60943,0h24min15s,0.24,72.43
61603,0h24min31s,0.23,65.59
62390,0h24min51s,0.23,68.18
63307,0h25min12s,0.2,72.78
63749,0h25min25s,0.2,73.08
64756,0h25min49s,0.19,75.55
65554,0h26min9s,0.19,78.69
66279,0h26min30s,0.18,78.22
67003,0h26min52s,0.24,74.43
67716,0h27min12s,0.26,78.88
68553,0h27min34s,0.25,77.24
69544,0h28min1s,0.27,81.49
70374,0h28min24s,0.29,81.92
71042,0h28min43s,0.29,80.53
71646,0h28min59s,0.28,79.25
72381,0h29min20s,0.28,76.0
73353,0h29min48s,0.27,75.14
74230,0h30min10s,0.28,77.1
75017,0h30min34s,0.27,78.55
76150,0h31min4s,0.3,88.98
77205,0h31min33s,0.3,95.76
78104,0h31min55s,0.26,94.51
78997,0h32min17s,0.23,94.25
80003,0h32min43s,0.19,98.04
80960,0h33min7s,0.17,97.75
82040,0h33min36s,0.18,97.16
82860,0h33min55s,0.15,94.43
83929,0h34min22s,0.19,97.33
84732,0h34min44s,0.21,93.8
85575,0h35min10s,0.24,92.45
86071,0h35min26s,0.23,82.63
86670,0h35min44s,0.26,75.35
87404,0h36min6s,0.24,71.04
88263,0h36min31s,0.25,69.96
89058,0h36min54s,0.25,69.96
89746,0h37min17s,0.25,73.06
90644,0h37min44s,0.25,79.88
91569,0h38min12s,0.27,83.63
92523,0h38min41s,0.26,84.08
93300,0h39min2s,0.25,83.82
94044,0h39min26s,0.26,86.24
94996,0h39min52s,0.27,87.29
95583,0h40min11s,0.25,79.37
96537,0h40min38s,0.26,79.14
97236,0h40min58s,0.27,78.16
97958,0h41min18s,0.27,78.71
98544,0h41min35s,0.24,72.2
99238,0h41min53s,0.23,74.53
100124,0h42min16s,0.21,72.29
100968,0h42min40s,0.22,75.14
101834,0h43min3s,0.23,78.73
102691,0h43min23s,0.23,83.27
103792,0h43min54s,0.26,90.47
104817,0h44min19s,0.26,93.02
105691,0h44min45s,0.24,93.24
106528,0h45min8s,0.22,94.0
