n_steps,time,mean_reward,mean_length
653,0h0min4s,0.29,65.3
1275,0h0min12s,0.31,63.75
1828,0h0min25s,0.31,60.93
2590,0h0min43s,0.32,64.75
3212,0h0min58s,0.32,64.24
4046,0h1min17s,0.33,67.41
4757,0h1min34s,0.32,69.18
5749,0h1min58s,0.32,77.12
6656,0h2min18s,0.31,80.94
7431,0h2min36s,0.29,82.94
8408,0h2min59s,0.3,88.63
9120,0h3min16s,0.3,87.51
10250,0h3min42s,0.3,90.22
11270,0h4min5s,0.3,92.43
12013,0h4min25s,0.27,90.08
12817,0h4min45s,0.26,88.41
13567,0h5min4s,0.26,89.16
14323,0h5min25s,0.24,80.69
14950,0h5min41s,0.22,73.29
15790,0h6min3s,0.25,76.02
16434,0h6min20s,0.25,72.88
16934,0h6min34s,0.24,66.18
17648,0h6min52s,0.25,68.53
18506,0h7min14s,0.27,70.06
19326,0h7min34s,0.28,71.29
20192,0h7min55s,0.28,76.31
21180,0h8min20s,0.28,84.63
22021,0h8min42s,0.28,87.71
23049,0h9min6s,0.29,91.04
24222,0h9min34s,0.29,97.96
25113,0h9min57s,0.28,96.84
25913,0h10min16s,0.27,94.76
26745,0h10min37s,0.26,93.02
27690,0h11min2s,0.25,92.96
28627,0h11min25s,0.27,88.33
29476,0h11min47s,0.27,87.04
30513,0h12min13s,0.29,92.16
31313,0h12min33s,0.28,91.53
31867,0h12min48s,0.28,84.33
32550,0h13min6s,0.24,78.35
33555,0h13min32s,0.24,81.2
34062,0h13min45s,0.21,71.55
35029,0h14min9s,0.24,74.82
35664,0h14min24s,0.24,75.45
36342,0h14min43s,0.23,74.88
37091,0h15min1s,0.24,73.06
37775,0h15min19s,0.25,74.43
38866,0h15min47s,0.25,76.1
39562,0h16min6s,0.24,76.9
40180,0h16min23s,0.23,77.22
40820,0h16min39s,0.22,73.51
41909,0h17min5s,0.22,82.61
42533,0h17min21s,0.2,74.96
43503,0h17min45s,0.22,77.35
44572,0h18min12s,0.24,86.57
45642,0h18min36s,0.27,95.18
46583,0h18min58s,0.28,92.73
47489,0h19min20s,0.3,97.39
48246,0h19min38s,0.32,93.33
49205,0h19min59s,0.32,92.8
50367,0h20min27s,0.28,94.37
51324,0h20min50s,0.26,94.92
52253,0h21min13s,0.25,96.73
52910,0h21min28s,0.23,92.29
53777,0h21min50s,0.22,91.61
54428,0h22min8s,0.23,81.59
54974,0h22min22s,0.24,72.67
55885,0h22min47s,0.24,73.18
56292,0h22min58s,0.23,68.98
57024,0h23min17s,0.24,65.06
57739,0h23min36s,0.26,65.49
58525,0h23min57s,0.27,70.04
59217,0h24min14s,0.27,67.29
59768,0h24min29s,0.27,68.57
60422,0h24min45s,0.24,67.27
61240,0h25min7s,0.24,68.86
62199,0h25min31s,0.25,73.61
63044,0h25min53s,0.23,77.0
63947,0h26min18s,0.25,82.49
64524,0h26min33s,0.28,81.76
65348,0h26min54s,0.28,82.51
66175,0h27min14s,0.31,79.92
67078,0h27min37s,0.31,80.55
67903,0h27min58s,0.28,78.25
68943,0h28min25s,0.25,88.61
69943,0h28min48s,0.19,91.24
70822,0h29min11s,0.16,92.94
71817,0h29min35s,0.13,94.88
72817,0h30min1s,0.09,98.31
73748,0h30min25s,0.1,97.14
74494,0h30min44s,0.13,91.2
75244,0h31min5s,0.1,88.45
76053,0h31min27s,0.12,85.02
76952,0h31min51s,0.18,83.04
77705,0h32min10s,0.21,79.55
78410,0h32min29s,0.22,77.33
79215,0h32min55s,0.24,79.82
80056,0h33min18s,0.25,80.45
80973,0h33min44s,0.24,80.27
81641,0h34min4s,0.23,78.47
82566,0h34min31s,0.25,81.63
83515,0h34min56s,0.24,86.27
84516,0h35min26s,0.27,89.41
85197,0h35min44s,0.27,84.27
85881,0h36min1s,0.27,85.1
86586,0h36min19s,0.24,80.24
87115,0h36min34s,0.23,72.55
87659,0h36min49s,0.21,63.59
88529,0h37min13s,0.22,65.8
89713,0h37min45s,0.22,77.1
