n_steps,time,mean_reward,mean_length
850,0h0min5s,0.41,85.0
1256,0h0min12s,0.34,62.8
2144,0h0min31s,0.37,71.47
2620,0h0min43s,0.33,65.5
3520,0h1min4s,0.34,70.4
4228,0h1min20s,0.32,67.18
4979,0h1min37s,0.33,74.18
5680,0h1min53s,0.3,69.84
6290,0h2min9s,0.3,73.92
6932,0h2min25s,0.26,70.16
7697,0h2min42s,0.24,68.29
8716,0h3min4s,0.23,75.24
9401,0h3min23s,0.22,73.67
10029,0h3min38s,0.22,74.39
10880,0h3min59s,0.24,79.9
11667,0h4min17s,0.24,78.63
12538,0h4min37s,0.25,76.9
13229,0h4min55s,0.24,75.51
13862,0h5min10s,0.23,77.12
14797,0h5min34s,0.24,79.51
15510,0h5min52s,0.22,75.98
16303,0h6min12s,0.22,76.59
17023,0h6min29s,0.23,76.82
17825,0h6min50s,0.24,78.27
18535,0h7min8s,0.22,75.49
19308,0h7min27s,0.23,76.43
20025,0h7min43s,0.21,73.37
21047,0h8min7s,0.2,79.57
21879,0h8min27s,0.2,81.45
22775,0h8min49s,0.22,85.1
23522,0h9min7s,0.22,83.04
24043,0h9min18s,0.23,80.75
24962,0h9min41s,0.24,78.63
25737,0h10min0s,0.24,77.61
26268,0h10min14s,0.24,69.49
27116,0h10min36s,0.23,72.43
27925,0h10min55s,0.25,77.29
28708,0h11min15s,0.25,74.02
29422,0h11min32s,0.25,74.22
30153,0h11min50s,0.24,76.82
31018,0h12min10s,0.24,77.63
31997,0h12min33s,0.21,80.31
32845,0h12min54s,0.22,82.9
33816,0h13min16s,0.22,88.12
34455,0h13min32s,0.22,86.22
35125,0h13min49s,0.22,82.49
35829,0h14min7s,0.22,77.1
36245,0h14min19s,0.2,70.06
37132,0h14min41s,0.22,67.18
37627,0h14min53s,0.21,62.73
38272,0h15min10s,0.21,62.29
38944,0h15min24s,0.22,63.04
39597,0h15min39s,0.24,67.69
40618,0h16min3s,0.22,70.31
41246,0h16min16s,0.22,71.27
41941,0h16min31s,0.23,72.71
42535,0h16min48s,0.21,71.51
43138,0h17min3s,0.21,70.65
43618,0h17min15s,0.19,60.78
44643,0h17min41s,0.18,67.78
45602,0h18min3s,0.19,72.35
46498,0h18min24s,0.21,78.94
47017,0h18min37s,0.21,76.59
47560,0h18min51s,0.23,77.88
48434,0h19min13s,0.27,76.29
49054,0h19min29s,0.26,70.67
49633,0h19min45s,0.25,62.57
50128,0h19min58s,0.24,62.96
50963,0h20min19s,0.25,67.24
51595,0h20min34s,0.22,65.51
52185,0h20min48s,0.22,62.37
52899,0h21min6s,0.21,64.65
53741,0h21min26s,0.21,71.41
54614,0h21min46s,0.18,73.55
55572,0h22min9s,0.17,78.55
56417,0h22min31s,0.16,84.14
57311,0h22min51s,0.15,88.47
58171,0h23min11s,0.15,88.82
58924,0h23min30s,0.18,86.47
59855,0h23min52s,0.2,85.1
60826,0h24min14s,0.21,88.41
61737,0h24min36s,0.22,87.59
62704,0h25min0s,0.24,92.29
63476,0h25min20s,0.2,91.22
64231,0h25min39s,0.2,87.76
65157,0h26min2s,0.18,87.98
66124,0h26min28s,0.17,87.88
67073,0h26min52s,0.15,86.92
67920,0h27min12s,0.14,87.67
68689,0h27min33s,0.14,88.45
69634,0h28min0s,0.15,88.45
70691,0h28min30s,0.16,91.51
71562,0h28min54s,0.15,89.57
72498,0h29min16s,0.15,90.27
73484,0h29min42s,0.16,94.69
74508,0h30min10s,0.16,97.53
75453,0h30min34s,0.15,96.27
76335,0h30min55s,0.15,95.55
77126,0h31min16s,0.2,92.71
77692,0h31min33s,0.19,84.47
78602,0h31min59s,0.23,82.24
79314,0h32min18s,0.26,77.67
79922,0h32min35s,0.31,71.2
80747,0h32min58s,0.28,72.22
81407,0h33min19s,0.29,73.69
81926,0h33min35s,0.27,67.12
82534,0h33min52s,0.25,63.98
83388,0h34min16s,0.22,69.92
84281,0h34min41s,0.21,69.94
85182,0h35min4s,0.18,74.51
85783,0h35min23s,0.17,76.84
86619,0h35min45s,0.17,80.63
87357,0h36min7s,0.18,79.78
88113,0h36min25s,0.19,75.71
88793,0h36min46s,0.17,71.37
89467,0h37min3s,0.17,72.92
90376,0h37min26s,0.16,75.63
91146,0h37min46s,0.14,76.25
92193,0h38min14s,0.14,81.96
93300,0h38min43s,0.15,88.96
94201,0h39min9s,0.16,94.78
95248,0h39min35s,0.16,97.27
96021,0h39min55s,0.18,97.55
96689,0h40min13s,0.15,90.12
97413,0h40min33s,0.15,82.61
98274,0h40min59s,0.16,81.82
98843,0h41min15s,0.17,72.45
99675,0h41min40s,0.19,73.61
100559,0h42min5s,0.24,77.84
101301,0h42min28s,0.26,77.33
102053,0h42min51s,0.27,77.55
102722,0h43min11s,0.26,76.75
103632,0h43min34s,0.24,78.57
104578,0h43min57s,0.18,79.2
105578,0h44min24s,0.14,84.12
106578,0h44min48s,0.09,90.69
107525,0h45min14s,0.05,94.8
