n_steps,time,mean_reward,mean_length
694,0h0min3s,0.43,69.4
1691,0h0min14s,0.43,84.55
2504,0h0min31s,0.41,83.47
3148,0h0min44s,0.4,78.7
3828,0h0min59s,0.38,76.56
4484,0h1min12s,0.35,74.82
5492,0h1min34s,0.35,75.39
6027,0h1min43s,0.32,70.37
6801,0h2min0s,0.3,73.59
7781,0h2min19s,0.28,78.18
8639,0h2min37s,0.28,83.43
9543,0h2min55s,0.24,81.39
10303,0h3min11s,0.23,84.22
11130,0h3min26s,0.23,87.47
12067,0h3min44s,0.22,84.82
12897,0h4min3s,0.21,84.04
13631,0h4min19s,0.2,82.12
14750,0h4min40s,0.24,89.16
15500,0h4min56s,0.26,87.18
16237,0h5min11s,0.27,83.73
16632,0h5min20s,0.27,75.2
17461,0h5min36s,0.27,75.65
18296,0h5min54s,0.24,71.49
19200,0h6min12s,0.24,73.04
19889,0h6min28s,0.22,73.57
20591,0h6min43s,0.22,78.08
21448,0h7min1s,0.23,80.14
22210,0h7min16s,0.23,78.61
22932,0h7min30s,0.24,75.88
23788,0h7min49s,0.24,77.39
24736,0h8min10s,0.25,83.24
25499,0h8min26s,0.23,79.76
26303,0h8min45s,0.22,80.96
27127,0h9min4s,0.23,82.71
27818,0h9min20s,0.22,82.41
28644,0h9min37s,0.23,78.59
29472,0h9min55s,0.24,78.22
30187,0h10min10s,0.24,78.12
31028,0h10min29s,0.24,76.84
31839,0h10min47s,0.25,80.8
32534,0h11min2s,0.28,78.96
33431,0h11min19s,0.28,79.59
34296,0h11min37s,0.29,81.12
35057,0h11min54s,0.28,80.96
35907,0h12min15s,0.28,81.73
36695,0h12min33s,0.27,81.71
37512,0h12min51s,0.27,83.71
38093,0h13min4s,0.25,76.41
38942,0h13min24s,0.24,76.53
39761,0h13min42s,0.23,77.53
40661,0h14min4s,0.19,79.73
41648,0h14min26s,0.2,83.06
42389,0h14min42s,0.2,85.43
43131,0h14min59s,0.2,82.61
44006,0h15min19s,0.22,85.2
44754,0h15min37s,0.22,82.22
45472,0h15min55s,0.2,78.06
46410,0h16min16s,0.2,80.53
47133,0h16min34s,0.2,79.71
48123,0h16min57s,0.2,82.69
49212,0h17min20s,0.25,88.08
50223,0h17min44s,0.27,95.12
51015,0h18min1s,0.27,90.9
51696,0h18min17s,0.27,90.0
52541,0h18min36s,0.27,88.59
53340,0h18min54s,0.22,82.9
54197,0h19min13s,0.24,78.84
55039,0h19min34s,0.21,79.33
55798,0h19min52s,0.2,82.84
56793,0h20min13s,0.21,84.37
