n_steps,time,mean_reward,mean_length
735,0h0min3s,0.3,73.5
1596,0h0min13s,0.34,79.8
2285,0h0min29s,0.36,76.17
3266,0h0min49s,0.38,81.65
4101,0h1min5s,0.39,82.02
5046,0h1min22s,0.4,87.35
5899,0h1min38s,0.38,86.33
7073,0h2min1s,0.37,94.33
7955,0h2min19s,0.33,92.92
9020,0h2min41s,0.29,97.47
9822,0h2min58s,0.25,94.57
10446,0h3min10s,0.24,89.8
11173,0h3min26s,0.21,82.67
11959,0h3min42s,0.22,80.04
12975,0h4min3s,0.24,79.67
13876,0h4min23s,0.25,81.45
14719,0h4min41s,0.3,85.75
15546,0h4min59s,0.29,85.94
16731,0h5min26s,0.31,96.76
17213,0h5min37s,0.29,85.06
18102,0h5min58s,0.29,84.02
19015,0h6min20s,0.27,86.2
19897,0h6min40s,0.25,85.69
20597,0h6min56s,0.24,77.76
21697,0h7min19s,0.27,88.45
22739,0h7min43s,0.27,92.88
23552,0h7min59s,0.26,89.16
24451,0h8min20s,0.27,91.25
25354,0h8min40s,0.27,95.24
26010,0h8min53s,0.25,86.53
26876,0h9min12s,0.23,83.08
28018,0h9min36s,0.24,89.53
28830,0h9min54s,0.25,87.82
29746,0h10min14s,0.25,88.08
30706,0h10min35s,0.27,94.04
31369,0h10min51s,0.27,90.06
32272,0h11min10s,0.26,85.37
33287,0h11min33s,0.27,87.63
34149,0h11min50s,0.25,88.29
35197,0h12min13s,0.26,88.65
36125,0h12min32s,0.24,93.82
36751,0h12min46s,0.22,88.24
37652,0h13min8s,0.22,87.55
38445,0h13min25s,0.24,86.2
39169,0h13min43s,0.24,78.49
39947,0h13min59s,0.25,75.49
40586,0h14min13s,0.27,75.84
41650,0h14min37s,0.27,79.51
42479,0h14min55s,0.28,80.02
43414,0h15min17s,0.29,86.18
44322,0h15min38s,0.3,86.25
45129,0h15min57s,0.3,89.9
45962,0h16min15s,0.31,86.51
46736,0h16min32s,0.31,85.43
47492,0h16min49s,0.32,81.92
48208,0h17min6s,0.3,76.9
49127,0h17min27s,0.28,78.98
49975,0h17min49s,0.26,80.65
51096,0h18min14s,0.25,85.76
52062,0h18min36s,0.25,92.55
52917,0h18min56s,0.28,92.71
53686,0h19min13s,0.29,91.35
54807,0h19min40s,0.31,96.71
55461,0h19min55s,0.31,88.0
56249,0h20min14s,0.3,84.06
