n_steps,time,mean_reward,mean_length
794,0h0min3s,0.34,79.4
1619,0h0min13s,0.37,80.95
2208,0h0min25s,0.33,73.6
3019,0h0min42s,0.34,75.47
3552,0h0min52s,0.33,71.04
4112,0h1min4s,0.32,67.94
4893,0h1min21s,0.3,66.94
5567,0h1min34s,0.29,66.98
6753,0h1min59s,0.3,76.12
7446,0h2min14s,0.28,77.14
8271,0h2min30s,0.3,83.1
8831,0h2min43s,0.29,79.98
9685,0h3min0s,0.29,81.55
10240,0h3min12s,0.25,70.33
11003,0h3min28s,0.24,70.47
11643,0h3min41s,0.23,66.63
12313,0h3min56s,0.24,70.24
12920,0h4min10s,0.24,64.94
13754,0h4min26s,0.24,69.41
14628,0h4min44s,0.27,73.04
15743,0h5min3s,0.28,80.75
16674,0h5min21s,0.28,85.69
17221,0h5min32s,0.27,87.47
18198,0h5min52s,0.29,87.61
19032,0h6min10s,0.28,88.31
19665,0h6min23s,0.27,77.88
20448,0h6min39s,0.27,75.96
21344,0h6min57s,0.29,82.8
22171,0h7min14s,0.28,79.75
23041,0h7min30s,0.28,79.8
23862,0h7min47s,0.27,82.8
24844,0h8min7s,0.27,88.16
25606,0h8min23s,0.27,85.53
26560,0h8min42s,0.3,88.02
27531,0h9min1s,0.31,90.76
28372,0h9min19s,0.34,90.39
29463,0h9min40s,0.35,92.53
30435,0h10min1s,0.36,96.65
31193,0h10min17s,0.34,92.1
32042,0h10min35s,0.31,89.35
32813,0h10min52s,0.29,89.04
33622,0h11min7s,0.28,82.08
34338,0h11min21s,0.28,79.25
35149,0h11min37s,0.28,78.14
35897,0h11min54s,0.28,78.59
36817,0h12min13s,0.28,80.47
37500,0h12min28s,0.28,78.0
38200,0h12min41s,0.27,76.63
38895,0h12min57s,0.27,77.06
39421,0h13min8s,0.27,69.35
40475,0h13min32s,0.29,73.69
41433,0h13min50s,0.28,77.82
42314,0h14min7s,0.29,82.63
43028,0h14min23s,0.3,81.8
43960,0h14min43s,0.3,90.96
44670,0h14min58s,0.28,84.22
45554,0h15min16s,0.3,84.04
46351,0h15min33s,0.28,82.98
47220,0h15min51s,0.27,82.76
48424,0h16min18s,0.27,89.49
49294,0h16min35s,0.29,92.63
50258,0h16min56s,0.27,94.2
51453,0h17min23s,0.29,100.82
52230,0h17min40s,0.26,98.61
53259,0h18min1s,0.29,98.16
54317,0h18min19s,0.29,100.94
54909,0h18min32s,0.31,93.96
55817,0h18min50s,0.3,87.53
56856,0h19min15s,0.32,91.49
57525,0h19min32s,0.26,84.1
58510,0h19min55s,0.21,85.47
59045,0h20min8s,0.18,82.41
