n_steps,time,mean_reward
262,0h1min1s,0.6
586,0h2min2s,0.63
962,0h3min3s,0.66
1340,0h4min5s,0.73
1783,0h5min6s,0.79
2213,0h6min7s,0.82
2615,0h7min8s,0.81
3041,0h8min8s,0.83
3516,0h9min10s,0.88
4023,0h10min11s,0.92
4495,0h11min11s,0.91
5080,0h12min11s,0.89
5892,0h13min12s,0.92
6842,0h14min13s,0.94
8282,0h15min14s,0.96
10277,0h16min14s,0.97
12390,0h17min14s,0.99
14759,0h18min15s,0.98
18694,0h19min15s,0.99
22448,0h20min15s,0.99
26154,0h21min15s,1.0
29489,0h22min15s,1.0
39830,0h23min15s,1.0
49079,0h24min16s,0.99
58687,0h25min16s,0.99
66597,0h26min16s,1.0
76399,0h27min16s,1.0
89777,0h28min17s,1.0
102733,0h29min17s,1.0
114532,0h30min17s,1.0
128964,0h31min17s,1.0
143016,0h32min17s,1.0
