n_steps,time,mean_reward
253,0h1min1s,0.59
562,0h2min2s,0.63
902,0h3min3s,0.69
1273,0h4min4s,0.72
1680,0h5min6s,0.78
2086,0h6min6s,0.78
2487,0h7min8s,0.82
2858,0h8min8s,0.81
3268,0h9min9s,0.84
3714,0h10min10s,0.85
4236,0h11min12s,0.86
4705,0h12min12s,0.89
5384,0h13min12s,0.89
6298,0h14min13s,0.89
7221,0h15min14s,0.94
7976,0h16min14s,0.95
8680,0h17min15s,0.95
9454,0h18min16s,0.96
10479,0h19min16s,0.98
11924,0h20min17s,0.99
14916,0h21min17s,1.0
17796,0h22min17s,0.99
20648,0h23min18s,0.99
24185,0h24min18s,0.99
28336,0h25min18s,1.0
33337,0h26min18s,1.0
36385,0h27min19s,0.99
41193,0h28min19s,0.99
46019,0h29min19s,1.0
51838,0h30min19s,1.0
61906,0h31min19s,1.0
67129,0h32min20s,0.99
