n_steps,time,mean_reward
256,0h1min0s,0.48
551,0h2min1s,0.59
865,0h3min3s,0.64
1223,0h4min5s,0.73
1579,0h5min5s,0.78
1905,0h6min6s,0.77
2285,0h7min7s,0.81
2709,0h8min8s,0.82
3161,0h9min9s,0.85
3544,0h10min10s,0.87
4020,0h11min10s,0.87
4536,0h12min11s,0.91
5129,0h13min12s,0.92
5724,0h14min12s,0.92
6507,0h15min13s,0.94
7274,0h16min13s,0.94
8141,0h17min13s,0.92
9058,0h18min14s,0.93
10525,0h19min15s,0.98
12496,0h20min16s,0.98
14802,0h21min16s,0.98
19593,0h22min17s,1.0
24070,0h23min17s,1.0
32928,0h24min17s,1.0
51930,0h25min17s,1.0
67817,0h26min17s,1.0
83507,0h27min17s,1.0
116122,0h28min17s,1.0
137307,0h29min17s,1.0
152127,0h30min18s,1.0
175988,0h31min18s,0.99
190209,0h32min18s,0.99
