n_steps,time,mean_reward
240,0h1min1s,0.48
526,0h2min1s,0.57
834,0h3min2s,0.63
1219,0h4min3s,0.73
1593,0h5min4s,0.77
2045,0h6min5s,0.77
2466,0h7min6s,0.78
2953,0h8min6s,0.78
3377,0h9min7s,0.79
3858,0h10min9s,0.81
4424,0h11min9s,0.85
4920,0h12min10s,0.84
5469,0h13min10s,0.85
6040,0h14min11s,0.87
6528,0h15min11s,0.88
6984,0h16min12s,0.89
7569,0h17min13s,0.88
8035,0h18min15s,0.89
8479,0h19min15s,0.89
9114,0h20min17s,0.92
9724,0h21min18s,0.94
10711,0h22min18s,0.96
12208,0h23min18s,0.97
14824,0h24min18s,0.99
18173,0h25min18s,1.0
19840,0h26min19s,0.99
22032,0h27min19s,0.97
24995,0h28min19s,1.0
29076,0h29min19s,1.0
33931,0h30min19s,1.0
39806,0h31min20s,0.99
47313,0h32min20s,1.0
