Wall time,Step,mean_reward,time,mean_reward1
0.0,500,0.45,0h0min0s,-699.8857421875
1806.0201992988584,1000,0.33,0h30min6s,-339.8385314941406
3880.937539815903,1500,0.35,1h4min40s,-299.8688049316406
4925.201956748962,2000,0.4,1h22min5s,-199.8807983398437
5292.492827415466,2500,0.46,1h28min12s,-79.9089126586914
5684.107529878616,3000,0.52,1h34min44s,40.09087371826172
5954.644855976105,3500,0.53,1h39min14s,60.089576721191406
6045.44425535202,4000,0.65,1h40min45s,300.0943298339844
6349.971826314926,4500,0.56,1h45min49s,120.0890655517578
6435.225245237351,5000,0.7,1h47min15s,400.0923461914063
6521.483895778656,5500,0.68,1h48min41s,360.087646484375
6603.324739456177,6000,0.77,1h50min3s,540.0933837890625
6687.178244829178,6500,0.77,1h51min27s,540.0911865234375
6769.719796657562,7000,0.79,1h52min49s,580.0911254882812
6849.959343671799,7500,0.86,1h54min9s,720.0945434570312
6931.090254545212,8000,0.83,1h55min31s,660.0934448242188
7009.472148895264,8500,0.93,1h56min49s,860.0972900390625
7117.303368091583,9000,0.91,1h58min37s,820.0962524414062
7196.359398841858,9500,0.91,1h59min56s,820.0967407226562
7275.6994614601135,10000,0.91,2h1min15s,820.0988159179688
7353.91250872612,10500,0.96,2h2min33s,920.0995483398438
7429.769646167755,11000,0.95,2h3min49s,900.1011962890625
7506.635675191879,11500,0.97,2h5min6s,940.1019897460938
7583.434499263763,12000,0.95,2h6min23s,900.0989379882812
7659.466090679169,12500,0.93,2h7min39s,860.098876953125
7730.565713405609,13000,0.94,2h8min50s,880.103515625
7802.862670660019,13500,0.96,2h10min2s,920.1018676757812
7873.422959804535,14000,0.96,2h11min13s,920.1107788085938
7943.109196186066,14500,0.95,2h12min23s,900.110595703125
8016.57213139534,15000,0.97,2h13min36s,940.1004028320312
