n_steps,time,mean_reward,mean_length
767,0h0min2s,0.39,76.7
1207,0h0min7s,0.33,60.35
2087,0h0min22s,0.35,69.57
2897,0h0min37s,0.37,72.42
3822,0h0min56s,0.37,76.44
4185,0h1min3s,0.34,67.69
4914,0h1min16s,0.35,73.37
5534,0h1min29s,0.33,70.45
6344,0h1min42s,0.29,68.0
7046,0h1min54s,0.27,66.08
8022,0h2min13s,0.28,75.49
8768,0h2min26s,0.26,75.82
9517,0h2min40s,0.25,79.71
10568,0h3min2s,0.26,83.53
11337,0h3min18s,0.26,84.22
12303,0h3min38s,0.27,85.61
13057,0h3min52s,0.28,86.63
14079,0h4min12s,0.26,91.41
15038,0h4min32s,0.24,89.94
15838,0h4min47s,0.24,89.43
16877,0h5min9s,0.24,91.65
17859,0h5min28s,0.24,94.53
18592,0h5min41s,0.27,90.45
19315,0h5min56s,0.26,85.82
20266,0h6min15s,0.28,88.78
20901,0h6min27s,0.25,80.86
21515,0h6min41s,0.25,74.22
22491,0h7min1s,0.26,77.59
23122,0h7min13s,0.27,75.22
23760,0h7min26s,0.25,69.98
24787,0h7min47s,0.29,79.51
25299,0h7min58s,0.29,75.82
25846,0h8min9s,0.27,66.37
26844,0h8min26s,0.29,75.43
27748,0h8min42s,0.3,78.69
28248,0h8min52s,0.28,69.82
28997,0h9min7s,0.27,74.47
29901,0h9min24s,0.27,79.78
30832,0h9min41s,0.26,80.16
31477,0h9min54s,0.24,76.67
32084,0h10min6s,0.23,75.71
32769,0h10min18s,0.22,75.92
33334,0h10min30s,0.2,69.27
34303,0h10min49s,0.2,72.61
35022,0h11min3s,0.21,69.94
35969,0h11min21s,0.22,78.14
36616,0h11min34s,0.22,77.39
37461,0h11min51s,0.25,81.59
38370,0h12min10s,0.25,81.71
39275,0h12min29s,0.23,85.35
40067,0h12min46s,0.26,84.96
41056,0h13min4s,0.26,89.37
41947,0h13min19s,0.25,89.92
42727,0h13min36s,0.25,87.61
43306,0h13min48s,0.25,81.0
44046,0h14min3s,0.24,81.76
44870,0h14min19s,0.24,76.75
45513,0h14min33s,0.23,71.88
46249,0h14min49s,0.23,71.02
46933,0h15min2s,0.25,73.08
