n_steps,time,mean_reward,mean_length
517,0h0min2s,0.29,51.7
913,0h0min4s,0.28,45.65
1643,0h0min13s,0.3,54.77
2471,0h0min28s,0.31,61.77
3074,0h0min40s,0.33,61.48
3824,0h0min54s,0.33,65.04
4626,0h1min8s,0.34,73.71
5496,0h1min25s,0.33,76.0
6534,0h1min47s,0.34,82.18
7254,0h2min0s,0.33,83.92
8245,0h2min19s,0.33,87.35
9103,0h2min36s,0.33,88.61
9743,0h2min47s,0.33,85.24
10531,0h3min4s,0.32,82.75
11228,0h3min16s,0.32,79.88
11918,0h3min30s,0.32,73.98
12516,0h3min42s,0.29,68.16
13444,0h4min0s,0.28,73.2
14219,0h4min16s,0.29,74.75
14949,0h4min30s,0.28,74.92
15668,0h4min44s,0.26,73.61
16755,0h5min6s,0.3,83.59
17658,0h5min22s,0.32,86.37
18459,0h5min38s,0.31,83.65
19293,0h5min53s,0.31,87.14
20154,0h6min11s,0.32,88.9
20687,0h6min22s,0.3,79.73
21527,0h6min39s,0.3,76.8
22214,0h6min53s,0.31,75.59
23144,0h7min13s,0.31,77.47
23848,0h7min29s,0.31,75.47
24684,0h7min47s,0.31,81.22
25173,0h7min57s,0.28,71.98
25971,0h8min14s,0.27,74.22
26711,0h8min30s,0.27,70.78
27602,0h8min49s,0.29,74.25
28337,0h9min6s,0.3,71.94
29033,0h9min21s,0.31,78.18
30042,0h9min43s,0.32,83.02
30803,0h9min58s,0.31,82.55
31444,0h10min13s,0.28,75.9
32380,0h10min30s,0.29,81.24
32912,0h10min41s,0.3,76.47
33620,0h10min55s,0.28,73.63
34375,0h11min11s,0.3,72.0
35022,0h11min23s,0.3,72.12
35768,0h11min39s,0.28,67.0
36464,0h11min52s,0.3,71.61
36948,0h12min2s,0.29,67.22
37595,0h12min15s,0.28,66.86
38621,0h12min36s,0.29,70.94
39162,0h12min47s,0.3,69.22
39657,0h12min57s,0.26,63.96
40444,0h13min12s,0.28,70.43
40896,0h13min22s,0.26,65.02
41689,0h13min38s,0.23,60.78
42460,0h13min54s,0.23,66.63
43292,0h14min10s,0.23,73.24
43960,0h14min24s,0.24,69.65
44592,0h14min36s,0.25,73.2
45542,0h14min54s,0.27,76.08
46307,0h15min10s,0.26,75.82
