n_steps,time,mean_reward
3384,0h1min13s,0.21
9720,0h2min33s,0.28
13052,0h3min33s,0.27
16500,0h4min37s,0.27
19938,0h5min42s,0.27
26040,0h6min44s,0.28
29523,0h7min47s,0.29
38571,0h9min11s,0.3
44915,0h10min16s,0.3
50990,0h11min18s,0.3
59993,0h12min39s,0.3
66295,0h14min3s,0.3
72440,0h15min11s,0.3
78570,0h16min14s,0.31
81976,0h17min18s,0.31
88104,0h18min30s,0.32
94194,0h19min32s,0.33
100286,0h20min37s,0.32
103751,0h21min44s,0.32
109967,0h22min58s,0.33
116062,0h24min2s,0.34
120548,0h25min6s,0.34
126686,0h26min18s,0.34
132780,0h27min27s,0.34
136252,0h28min28s,0.34
139551,0h29min29s,0.34
145725,0h30min46s,0.34
149191,0h31min57s,0.35
152471,0h32min58s,0.34
