n_steps,time,mean_reward,mean_length
505,0h0min4s,0.31,50.5
1107,0h0min10s,0.3,55.35
1570,0h0min20s,0.28,52.33
2067,0h0min32s,0.28,51.67
2773,0h0min48s,0.28,55.46
3357,0h1min1s,0.27,56.49
4161,0h1min21s,0.27,61.02
4750,0h1min35s,0.27,62.69
5612,0h1min53s,0.27,71.92
6393,0h2min11s,0.25,71.78
7086,0h2min29s,0.24,74.14
7672,0h2min44s,0.24,71.16
8379,0h3min1s,0.25,73.12
9006,0h3min17s,0.24,68.51
9740,0h3min34s,0.24,67.59
10585,0h3min54s,0.24,69.18
11392,0h4min13s,0.25,75.29
12215,0h4min30s,0.23,77.18
12933,0h4min47s,0.23,78.37
13588,0h5min5s,0.22,77.41
14522,0h5min29s,0.25,78.49
15319,0h5min46s,0.26,78.96
15910,0h6min1s,0.26,73.39
16721,0h6min22s,0.25,76.45
17532,0h6min41s,0.27,78.2
18059,0h6min55s,0.25,70.71
18944,0h7min16s,0.26,71.65
19648,0h7min32s,0.28,74.18
20460,0h7min51s,0.28,75.27
21071,0h8min4s,0.27,71.35
21830,0h8min24s,0.27,74.59
22643,0h8min43s,0.26,73.82
23299,0h8min58s,0.25,73.55
23941,0h9min15s,0.24,70.22
24634,0h9min33s,0.23,70.53
25616,0h9min56s,0.24,75.31
26309,0h10min11s,0.23,72.31
27033,0h10min28s,0.22,73.39
27579,0h10min45s,0.23,74.71
28339,0h11min3s,0.25,74.61
28843,0h11min15s,0.24,65.25
29325,0h11min27s,0.24,59.98
30079,0h11min45s,0.23,60.76
30808,0h12min4s,0.23,64.16
31707,0h12min24s,0.23,66.92
32301,0h12min40s,0.23,69.76
32758,0h12min53s,0.23,67.73
33629,0h13min14s,0.25,70.51
34306,0h13min31s,0.26,70.55
34919,0h13min46s,0.25,63.41
35545,0h14min2s,0.25,64.31
36472,0h14min25s,0.27,73.29
37101,0h14min40s,0.25,71.41
37968,0h15min1s,0.26,72.35
38676,0h15min18s,0.26,75.1
39323,0h15min34s,0.25,74.57
39859,0h15min49s,0.23,68.37
40529,0h16min4s,0.23,67.73
41236,0h16min21s,0.23,66.04
42003,0h16min38s,0.23,67.76
42472,0h16min51s,0.24,62.98
43259,0h17min9s,0.25,66.82
44107,0h17min29s,0.27,71.59
44984,0h17min49s,0.25,75.29
45716,0h18min4s,0.26,73.29
46539,0h18min24s,0.26,81.71
47198,0h18min41s,0.27,79.2
47953,0h19min0s,0.28,77.37
48691,0h19min16s,0.27,74.65
49477,0h19min36s,0.29,73.96
50127,0h19min51s,0.28,71.37
50961,0h20min11s,0.25,74.49
51771,0h20min31s,0.22,75.65
52176,0h20min43s,0.2,70.29
52728,0h20min58s,0.17,65.71
53466,0h21min17s,0.2,66.33
53906,0h21min29s,0.22,59.71
54599,0h21min46s,0.23,56.47
55503,0h22min7s,0.26,65.71
56030,0h22min22s,0.28,65.12
56918,0h22min41s,0.27,68.25
57530,0h22min58s,0.26,71.49
58394,0h23min19s,0.27,76.37
58873,0h23min32s,0.25,68.78
59437,0h23min49s,0.25,68.0
60136,0h24min7s,0.24,66.71
60761,0h24min24s,0.24,65.57
61614,0h24min47s,0.25,66.61
62152,0h25min1s,0.25,64.98
62891,0h25min18s,0.24,68.94
63822,0h25min42s,0.25,73.08
64355,0h25min56s,0.25,73.0
65045,0h26min15s,0.23,70.41
65851,0h26min36s,0.25,74.0
66591,0h26min56s,0.26,74.51
67424,0h27min19s,0.24,74.49
68260,0h27min38s,0.27,78.2
68843,0h27min54s,0.26,75.08
69489,0h28min10s,0.23,72.14
70210,0h28min32s,0.23,71.76
70859,0h28min49s,0.24,69.29
71429,0h29min6s,0.21,64.1
72222,0h29min28s,0.2,68.22
72912,0h29min46s,0.2,69.08
73598,0h30min6s,0.22,66.94
74471,0h30min30s,0.21,71.18
75469,0h30min56s,0.21,80.35
76173,0h31min18s,0.2,79.43
76982,0h31min39s,0.21,79.94
77967,0h32min5s,0.21,86.65
78702,0h32min22s,0.2,84.92
79433,0h32min43s,0.21,78.96
80307,0h33min10s,0.21,83.02
80871,0h33min24s,0.19,78.22
81506,0h33min40s,0.17,71.35
82124,0h33min57s,0.17,67.37
82705,0h34min16s,0.2,65.06
83570,0h34min41s,0.21,65.94
84280,0h35min2s,0.21,67.82
84845,0h35min19s,0.2,65.76
85500,0h35min37s,0.21,68.16
86358,0h36min1s,0.2,72.49
86950,0h36min18s,0.19,68.24
87501,0h36min35s,0.19,63.27
88231,0h36min55s,0.22,68.35
88944,0h37min16s,0.22,68.22
89586,0h37min33s,0.22,65.98
90086,0h37min47s,0.24,62.2
90811,0h38min6s,0.25,66.86
91682,0h38min31s,0.23,70.73
92173,0h38min46s,0.2,64.53
92957,0h39min10s,0.19,67.06
93736,0h39min33s,0.17,72.1
94020,0h39min43s,0.16,63.57
94671,0h40min2s,0.16,60.57
95445,0h40min24s,0.19,64.57
96270,0h40min47s,0.18,66.92
97109,0h41min8s,0.17,68.1
97897,0h41min31s,0.18,76.84
98722,0h41min53s,0.17,80.49
99566,0h42min19s,0.16,82.76
100186,0h42min36s,0.18,78.75
101004,0h43min1s,0.18,77.04
101857,0h43min23s,0.18,78.96
102507,0h43min40s,0.19,77.55
103227,0h43min58s,0.18,72.43
104122,0h44min23s,0.18,77.98
104718,0h44min41s,0.18,74.78
105394,0h45min0s,0.19,71.31
106363,0h45min27s,0.2,77.57
106934,0h45min42s,0.22,74.65
107387,0h45min56s,0.21,65.98
108335,0h46min21s,0.22,72.37
109019,0h46min39s,0.21,71.45
109785,0h47min3s,0.2,67.94
110503,0h47min23s,0.2,71.94
111386,0h47min49s,0.21,80.37
112397,0h48min15s,0.24,81.61
113226,0h48min37s,0.24,83.75
114136,0h49min1s,0.24,87.27
114708,0h49min19s,0.23,83.53
