n_steps,time,mean_reward,mean_length
435,0h0min4s,0.28,43.5
891,0h0min8s,0.26,44.55
1435,0h0min18s,0.29,47.83
2113,0h0min33s,0.29,52.83
2608,0h0min45s,0.3,52.16
3094,0h0min58s,0.29,53.02
3783,0h1min14s,0.29,57.59
4307,0h1min28s,0.27,57.49
5002,0h1min46s,0.27,57.49
5385,0h1min56s,0.24,56.41
5919,0h2min10s,0.23,57.35
6434,0h2min24s,0.23,52.55
7003,0h2min39s,0.22,54.31
7651,0h2min55s,0.21,53.9
8152,0h3min6s,0.21,54.92
8882,0h3min25s,0.21,58.61
9375,0h3min38s,0.2,58.25
9972,0h3min52s,0.23,60.18
10649,0h4min8s,0.22,59.29
11547,0h4min29s,0.23,67.55
11844,0h4min37s,0.22,58.76
12725,0h4min57s,0.24,66.57
13453,0h5min14s,0.23,70.18
14369,0h5min35s,0.22,74.9
15090,0h5min53s,0.22,70.18
15973,0h6min14s,0.24,81.86
16641,0h6min30s,0.24,78.75
17221,0h6min45s,0.23,74.73
17858,0h6min59s,0.24,69.14
18751,0h7min20s,0.26,71.98
19610,0h7min38s,0.25,73.27
20529,0h7min59s,0.26,77.0
21144,0h8min15s,0.27,77.67
21989,0h8min34s,0.27,81.41
22577,0h8min49s,0.24,75.67
23193,0h9min4s,0.25,72.22
23887,0h9min19s,0.25,67.8
24413,0h9min32s,0.24,65.29
25357,0h9min53s,0.22,68.84
26122,0h10min10s,0.23,70.08
26806,0h10min24s,0.21,71.55
27747,0h10min43s,0.21,76.35
28255,0h10min57s,0.22,75.82
28907,0h11min12s,0.25,70.47
29417,0h11min25s,0.23,66.94
29975,0h11min39s,0.24,63.16
30545,0h11min53s,0.24,56.41
31004,0h12min4s,0.24,54.33
31751,0h12min20s,0.22,55.92
32266,0h12min34s,0.23,56.41
32963,0h12min50s,0.22,58.82
33947,0h13min11s,0.24,69.45
34813,0h13min31s,0.24,76.2
35544,0h13min48s,0.23,76.33
36285,0h14min5s,0.23,79.61
37279,0h14min30s,0.24,84.82
38021,0h14min48s,0.22,83.51
