n_steps,time,mean_reward,mean_length
615,0h0min4s,0.32,61.5
1149,0h0min11s,0.31,57.45
1589,0h0min20s,0.3,52.97
2132,0h0min32s,0.29,53.3
2771,0h0min47s,0.3,55.42
3490,0h1min5s,0.3,57.16
4227,0h1min23s,0.31,61.35
4864,0h1min39s,0.3,65.1
5480,0h1min54s,0.29,66.39
6144,0h2min9s,0.28,66.78
7157,0h2min30s,0.26,72.78
7854,0h2min47s,0.22,73.08
8609,0h3min4s,0.21,74.14
9503,0h3min23s,0.21,82.0
10346,0h3min42s,0.2,84.35
11157,0h3min59s,0.2,80.39
11940,0h4min16s,0.22,80.76
12508,0h4min30s,0.22,77.96
13425,0h4min50s,0.22,78.41
14086,0h5min5s,0.21,75.29
14552,0h5min18s,0.18,68.53
15355,0h5min38s,0.18,68.92
16224,0h5min58s,0.16,72.98
17144,0h6min19s,0.16,75.51
17862,0h6min36s,0.18,76.57
18389,0h6min48s,0.18,77.2
19000,0h7min2s,0.18,72.41
19555,0h7min14s,0.19,67.27
20246,0h7min29s,0.2,62.78
20801,0h7min44s,0.19,59.59
21691,0h8min4s,0.2,65.29
22466,0h8min23s,0.2,69.92
23280,0h8min40s,0.21,75.0
24178,0h9min0s,0.19,78.12
25019,0h9min20s,0.2,83.96
25673,0h9min37s,0.19,80.04
26471,0h9min56s,0.18,79.47
27243,0h10min14s,0.18,78.25
28087,0h10min34s,0.18,78.27
28805,0h10min52s,0.16,74.94
29728,0h11min14s,0.16,82.12
30327,0h11min28s,0.17,76.9
31077,0h11min47s,0.16,77.14
31979,0h12min8s,0.16,78.27
32506,0h12min22s,0.16,73.2
33163,0h12min39s,0.16,69.31
33713,0h12min53s,0.16,67.29
34505,0h13min12s,0.17,69.18
35395,0h13min34s,0.19,68.94
36000,0h13min49s,0.2,70.47
36681,0h14min5s,0.19,69.67
37379,0h14min22s,0.19,73.84
38147,0h14min38s,0.21,73.37
38821,0h14min57s,0.19,69.24
39750,0h15min17s,0.19,74.71
40313,0h15min31s,0.21,73.18
41045,0h15min48s,0.21,72.53
41539,0h16min1s,0.2,68.31
42272,0h16min18s,0.19,68.49
43109,0h16min37s,0.2,66.84
43767,0h16min51s,0.19,69.88
44451,0h17min8s,0.2,68.75
45484,0h17min32s,0.21,78.08
46225,0h17min50s,0.23,79.47
46873,0h18min5s,0.23,75.76
47720,0h18min25s,0.24,79.47
48686,0h18min48s,0.24,84.49
49523,0h19min9s,0.23,81.16
50298,0h19min28s,0.22,80.49
51145,0h19min48s,0.24,84.47
51798,0h20min4s,0.23,80.75
52601,0h20min24s,0.23,78.73
53455,0h20min46s,0.23,77.96
54079,0h21min3s,0.23,75.61
54798,0h21min22s,0.2,72.61
55505,0h21min38s,0.2,73.49
56227,0h21min56s,0.19,73.06
57211,0h22min17s,0.21,75.61
57962,0h22min35s,0.21,76.67
58482,0h22min49s,0.2,72.76
59291,0h23min8s,0.21,76.2
59890,0h23min23s,0.2,73.78
60615,0h23min39s,0.19,68.69
61600,0h24min3s,0.2,72.25
62326,0h24min19s,0.21,77.33
63226,0h24min40s,0.17,77.51
64111,0h24min58s,0.15,83.73
64977,0h25min19s,0.13,85.88
65884,0h25min40s,0.13,84.55
66850,0h26min2s,0.14,90.67
67721,0h26min23s,0.16,90.1
68651,0h26min43s,0.18,89.41
69239,0h26min58s,0.21,84.14
69829,0h27min15s,0.22,79.31
70564,0h27min35s,0.21,74.78
71195,0h27min51s,0.22,69.43
71921,0h28min11s,0.22,66.08
72663,0h28min27s,0.22,67.75
73620,0h28min51s,0.19,74.92
74556,0h29min17s,0.18,79.35
75376,0h29min39s,0.17,83.94
76148,0h30min0s,0.15,83.12
76793,0h30min17s,0.15,82.94
77437,0h30min34s,0.17,76.8
78347,0h30min57s,0.18,76.29
79041,0h31min17s,0.18,73.04
79785,0h31min37s,0.19,73.27
80580,0h31min58s,0.2,74.47
81435,0h32min19s,0.18,80.35
82242,0h32min42s,0.18,77.16
82942,0h33min1s,0.18,76.94
83805,0h33min24s,0.18,79.82
84806,0h33min49s,0.17,83.96
85631,0h34min12s,0.18,83.65
86588,0h34min37s,0.18,87.18
87405,0h34min59s,0.17,89.47
88291,0h35min22s,0.17,89.92
89099,0h35min44s,0.18,86.14
89939,0h36min5s,0.19,88.31
90723,0h36min27s,0.18,81.94
91426,0h36min46s,0.22,80.8
92043,0h37min4s,0.21,75.53
92695,0h37min23s,0.22,72.0
93486,0h37min44s,0.21,71.51
94304,0h38min6s,0.22,72.18
94993,0h38min23s,0.19,70.55
95530,0h38min39s,0.19,69.1
96293,0h38min59s,0.18,71.04
96975,0h39min18s,0.18,70.25
97623,0h39min36s,0.17,65.86
98223,0h39min53s,0.16,64.14
98971,0h40min13s,0.18,69.43
99645,0h40min32s,0.18,66.39
100448,0h40min54s,0.16,68.35
101428,0h41min18s,0.16,75.29
102240,0h41min37s,0.17,80.73
103028,0h41min56s,0.17,81.39
103826,0h42min17s,0.15,83.94
104797,0h42min40s,0.19,87.24
105666,0h43min2s,0.21,85.92
106296,0h43min18s,0.2,81.41
106992,0h43min38s,0.2,78.35
107839,0h44min2s,0.22,80.65
108577,0h44min21s,0.21,76.08
109354,0h44min41s,0.21,74.27
110167,0h45min2s,0.21,76.88
111003,0h45min22s,0.22,79.94
111452,0h45min35s,0.2,74.14
112199,0h45min56s,0.2,72.98
