n_steps,time,mean_reward,mean_length
412,0h0min4s,0.26,41.2
1154,0h0min12s,0.31,57.7
1643,0h0min24s,0.29,54.77
2263,0h0min41s,0.29,56.58
2840,0h0min57s,0.28,56.8
3633,0h1min19s,0.29,63.51
4129,0h1min35s,0.27,61.18
4931,0h1min55s,0.26,65.25
5699,0h2min14s,0.24,67.59
6152,0h2min28s,0.23,66.75
6814,0h2min45s,0.2,65.59
7403,0h3min0s,0.17,65.1
8268,0h3min22s,0.16,68.1
9030,0h3min42s,0.16,68.2
10093,0h4min10s,0.16,77.47
10891,0h4min31s,0.17,81.9
11740,0h4min54s,0.17,85.73
12317,0h5min10s,0.18,80.12
12807,0h5min24s,0.16,74.45
13544,0h5min44s,0.14,69.63
14155,0h6min1s,0.14,64.92
14752,0h6min17s,0.14,61.02
15358,0h6min35s,0.14,59.88
16092,0h6min56s,0.16,66.37
16535,0h7min11s,0.17,60.16
17234,0h7min31s,0.17,62.33
17754,0h7min45s,0.17,59.84
18708,0h8min10s,0.18,66.29
19522,0h8min32s,0.19,68.24
20356,0h8min56s,0.2,75.57
20839,0h9min11s,0.2,72.65
21785,0h9min36s,0.22,79.51
22514,0h9min56s,0.21,76.59
23350,0h10min17s,0.19,75.69
23969,0h10min34s,0.18,74.73
24456,0h10min48s,0.19,71.14
25172,0h11min7s,0.17,68.37
25849,0h11min24s,0.18,68.92
26275,0h11min38s,0.17,59.92
27227,0h12min5s,0.18,64.25
28032,0h12min23s,0.17,70.65
28950,0h12min49s,0.18,74.69
29463,0h13min4s,0.18,71.53
29973,0h13min19s,0.19,73.0
30394,0h13min31s,0.18,64.06
30997,0h13min46s,0.19,60.1
31656,0h14min5s,0.19,55.02
32408,0h14min24s,0.19,59.14
33044,0h14min42s,0.19,61.22
33800,0h15min3s,0.2,67.37
34351,0h15min19s,0.2,65.88
35081,0h15min38s,0.2,69.12
35694,0h15min56s,0.2,64.94
36647,0h16min19s,0.19,71.37
37415,0h16min37s,0.18,71.08
38202,0h16min57s,0.19,75.94
38799,0h17min15s,0.18,73.57
39399,0h17min31s,0.18,73.45
40070,0h17min51s,0.19,68.22
40925,0h18min15s,0.21,70.78
41419,0h18min30s,0.21,63.69
41804,0h18min41s,0.21,59.27
42325,0h18min56s,0.23,58.27
42873,0h19min13s,0.22,55.59
