n_steps,time,mean_reward,mean_length
500,0h0min11s,0.0,500.0
1000,0h0min23s,0.0,500.0
1500,0h0min45s,0.0,500.0
2000,0h1min8s,0.0,500.0
2500,0h1min32s,0.0,500.0
3000,0h1min56s,0.0,500.0
3500,0h2min20s,0.0,500.0
4000,0h2min43s,0.0,500.0
4500,0h3min6s,0.0,500.0
5000,0h3min30s,0.0,500.0
5500,0h3min54s,0.0,500.0
6000,0h4min19s,0.0,500.0
6500,0h4min43s,0.0,500.0
7000,0h5min7s,0.0,500.0
7500,0h5min31s,0.0,500.0
8000,0h5min54s,0.0,500.0
8500,0h6min17s,0.0,500.0
9000,0h6min41s,0.0,500.0
9500,0h7min5s,0.0,500.0
10000,0h7min29s,0.0,500.0
10500,0h7min53s,0.0,500.0
11000,0h8min16s,0.0,500.0
11500,0h8min41s,0.0,500.0
12000,0h9min5s,0.0,500.0
12500,0h9min29s,0.0,500.0
13000,0h9min53s,0.0,500.0
13500,0h10min16s,0.0,500.0
14000,0h10min40s,0.0,500.0
14500,0h11min4s,0.0,500.0
15000,0h11min28s,0.0,500.0
15500,0h11min51s,0.0,500.0
16000,0h12min15s,0.0,500.0
16500,0h12min40s,0.0,500.0
17000,0h13min4s,0.0,500.0
17500,0h13min29s,0.0,500.0
18000,0h13min53s,0.0,500.0
18500,0h14min18s,0.0,500.0
19000,0h14min41s,0.0,500.0
19500,0h15min5s,0.0,500.0
20000,0h15min30s,0.0,500.0
20500,0h15min54s,0.0,500.0
21000,0h16min20s,0.0,500.0
21500,0h16min44s,0.0,500.0
22000,0h17min7s,0.0,500.0
22500,0h17min32s,0.0,500.0
23000,0h17min55s,0.0,500.0
23500,0h18min20s,0.0,500.0
24000,0h18min46s,0.0,500.0
24500,0h19min10s,0.0,500.0
25000,0h19min35s,0.0,500.0
25500,0h20min0s,0.0,500.0
26000,0h20min26s,0.0,500.0
26500,0h20min51s,0.0,500.0
27000,0h21min16s,0.0,500.0
27500,0h21min40s,0.0,500.0
28000,0h22min5s,0.0,500.0
28500,0h22min29s,0.0,500.0
29000,0h22min53s,0.0,500.0
29500,0h23min18s,0.0,500.0
30000,0h23min43s,0.0,500.0
30500,0h24min8s,0.0,500.0
31000,0h24min32s,0.0,500.0
31500,0h24min56s,0.0,500.0
32000,0h25min21s,0.0,500.0
