Wall time,Step,mean_reward,time,mean_reward1
0.0,500,0.1,0h0min0s,-802.098388671875
172.86025071144104,1000,0.16,0h2min52s,-675.3345947265625
366.10279870033264,1500,0.18,0h6min6s,-637.7037353515625
535.6041419506073,2000,0.22,0h8min55s,-557.500244140625
684.9164226055145,2500,0.22,0h11min24s,-557.4402465820312
817.520516872406,3000,0.19,0h13min37s,-617.33837890625
924.7170877456664,3500,0.25,0h15min24s,-497.2600708007813
1056.8625710010529,4000,0.28,0h17min36s,-437.1904296875
1119.9096767902374,4500,0.32,0h18min39s,-357.1875305175781
1199.849894285202,5000,0.31,0h19min59s,-377.1706237792969
1265.84992313385,5500,0.37,0h21min5s,-257.098876953125
1343.0884430408478,6000,0.4,0h22min23s,-197.0887451171875
1398.0200419425964,6500,0.49,0h23min18s,-17.074750900268555
1466.838373422623,7000,0.58,0h24min26s,162.89974975585938
1521.6524949073792,7500,0.64,0h25min21s,282.9364929199219
1562.6838974952698,8000,0.66,0h26min2s,322.9012451171875
1608.4650177955627,8500,0.7,0h26min48s,402.9679870605469
1647.8637101650238,9000,0.72,0h27min27s,442.9419860839844
1682.6565027236938,9500,0.77,0h28min2s,542.9490966796875
1719.2001252174375,10000,0.81,0h28min39s,622.9611206054688
1750.6011793613434,10500,0.81,0h29min10s,622.9632568359375
1780.915032863617,11000,0.84,0h29min40s,683.021240234375
1819.8700034618375,11500,0.82,0h30min19s,643.0031127929688
1851.8616633415224,12000,0.86,0h30min51s,723.0931396484375
1882.5408017635343,12500,0.81,0h31min22s,623.0782470703125
1909.4485273361208,13000,0.81,0h31min49s,623.0802001953125
1920.7446162700653,13500,0.84,0h32min0s,683.0702514648438
1938.0482504367828,14000,0.85,0h32min18s,703.0631103515625
1966.8766722679136,14500,0.86,0h32min46s,723.0770874023438
1988.7408220767973,15000,0.87,0h33min8s,743.0950927734375
2017.1815161705017,15500,0.88,0h33min37s,763.1030883789062
2038.6951699256897,16000,0.93,0h33min58s,863.1231079101562
2054.6302518844604,16500,0.93,0h34min14s,863.1231079101562
2068.882838726044,17000,0.96,0h34min28s,923.1390991210938
