Wall time,Step,mean_reward,time,mean_reward1
0.0,500,0.14,0h0min0s,-718.085693359375
223.0335419178009,1000,0.13,0h3min43s,-745.3496704101562
461.3519685268402,1500,0.11,0h7min41s,-777.69189453125
616.6380712985992,2000,0.16,0h10min16s,-677.5300903320312
757.9938123226166,2500,0.22,0h12min37s,-557.3570556640625
948.5480189323424,3000,0.25,0h15min48s,-497.2356567382813
1084.925342798233,3500,0.2,0h18min4s,-597.31689453125
1258.376470327377,4000,0.19,0h20min58s,-617.3582763671875
1382.8354268074036,4500,0.28,0h23min2s,-437.3600158691406
1510.3501760959623,5000,0.38,0h25min10s,-237.31581115722656
1609.294157743454,5500,0.45,0h26min49s,-97.33413696289062
1735.6476266384125,6000,0.51,0h28min55s,22.80129051208496
1840.464016914368,6500,0.54,0h30min40s,82.87603759765625
1935.8673267364504,7000,0.49,0h32min15s,-17.119888305664062
2010.6228597164156,7500,0.51,0h33min30s,22.847000122070312
2072.402163028717,8000,0.54,0h34min32s,82.88200378417969
2134.085734605789,8500,0.62,0h35min34s,242.9340057373047
2178.009211540222,9000,0.68,0h36min18s,363.0320129394531
2225.644042491913,9500,0.65,0h37min5s,303.0
2256.2258989810944,10000,0.62,0h37min36s,242.9332427978516
2289.645880222321,10500,0.65,0h38min9s,302.8627624511719
2333.017195224762,11000,0.72,0h38min53s,442.8912353515625
2365.3965561389923,11500,0.79,0h39min25s,582.947998046875
2407.6411209106445,12000,0.76,0h40min7s,522.988525390625
2444.838306903839,12500,0.7,0h40min44s,402.97601318359375
2470.6977162361145,13000,0.68,0h41min10s,362.9739990234375
2490.65122795105,13500,0.74,0h41min30s,482.9840087890625
2511.3797011375427,14000,0.8,0h41min51s,602.9984741210938
2524.259216070175,14500,0.84,0h42min4s,683.0225219726562
2545.217148542404,15000,0.81,0h42min25s,623.0297241210938
2561.4747202396397,15500,0.81,0h42min41s,623.0269775390625
2575.148828983307,16000,0.8,0h42min55s,603.000244140625
2608.950329065323,16500,0.81,0h43min28s,623.0177612304688
2637.519336938858,17000,0.83,0h43min57s,663.0132446289062
2654.8307752609253,17500,0.83,0h44min14s,663.0332641601562
2674.2912509441376,18000,0.84,0h44min34s,683.041259765625
2700.334528207779,18500,0.83,0h45min0s,663.0127563476562
2733.5207664966583,19000,0.86,0h45min33s,723.0327758789062
2744.509996414185,19500,0.89,0h45min44s,783.0507202148438
2758.6981892585754,20000,0.94,0h45min58s,883.103271484375
2776.073798656464,20500,0.94,0h46min16s,883.1099853515625
2797.2708518505096,21000,0.91,0h46min37s,823.0482788085938
2815.6828248500824,21500,0.88,0h46min55s,763.033203125
2827.302675724029,22000,0.86,0h47min7s,723.0419311523438
2834.435976743698,22500,0.9,0h47min14s,803.0734252929688
2856.5073108673096,23000,0.9,0h47min36s,803.0906982421875
2880.1305482387543,23500,0.9,0h48min0s,803.05517578125
2891.71150803566,24000,0.91,0h48min11s,823.0599365234375
2902.690082073212,24500,0.91,0h48min22s,823.0465087890625
2911.530748605728,25000,0.94,0h48min31s,883.0960083007812
2919.904845952988,25500,0.94,0h48min39s,883.0960083007812
2944.1151909828186,26000,0.92,0h49min4s,843.1124877929688
2950.64679813385,26500,0.89,0h49min10s,783.03076171875
2958.853726863861,27000,0.88,0h49min18s,762.9917602539062
2968.4774560928345,27500,0.89,0h49min28s,782.9705200195312
2975.5335834026337,28000,0.89,0h49min35s,783.0187377929688
2985.714290380478,28500,0.89,0h49min45s,783.031494140625
2999.6819903850555,29000,0.88,0h49min59s,763.0472412109375
3014.3083896636963,29500,0.88,0h50min14s,763.0474853515625
3023.5400581359863,30000,0.83,0h50min23s,663.0034790039062
3041.4666945934296,30500,0.79,0h50min41s,582.9224853515625
3046.1908638477325,31000,0.79,0h50min46s,582.8829956054688
3055.4892992973328,31500,0.81,0h50min55s,622.9010009765625
3069.67865729332,32000,0.83,0h51min9s,662.9105224609375
3085.583505630493,32500,0.78,0h51min25s,562.8389892578125
3090.796527147293,33000,0.77,0h51min30s,542.813232421875
3091.9599211215973,33500,0.77,0h51min31s,542.8107299804688
3097.7403717041016,34000,0.8,0h51min37s,602.8274536132812
3102.3969597816467,34500,0.74,0h51min42s,482.7729187011719
3109.165069580078,35000,0.71,0h51min49s,422.7589416503906
3112.969609737396,35500,0.77,0h51min52s,542.813720703125
3123.6330378055573,36000,0.82,0h52min3s,642.8097534179688
3126.9902431964874,36500,0.81,0h52min6s,622.8002319335938
3133.7903265953064,37000,0.79,0h52min13s,582.792724609375
