Wall time,Step,mean_reward,time,mean_reward1
0.0,500,0.04,0h0min0s,-910.9622192382812
199.75625944137573,1000,0.06,0h3min19s,-882.8304443359375
382.87634086608887,1500,0.1,0h6min22s,-797.5098266601562
550.4186904430389,2000,0.16,0h9min10s,-677.3692626953125
702.3623692989349,2500,0.17,0h11min42s,-657.3407592773438
854.4322729110718,3000,0.18,0h14min14s,-637.337646484375
979.8523035049438,3500,0.21,0h16min19s,-577.3261108398438
1086.4091112613678,4000,0.31,0h18min6s,-377.2420043945313
1179.3998939990995,4500,0.39,0h19min39s,-217.19155883789065
1278.5523700714111,5000,0.46,0h21min18s,-77.14311218261719
1365.4084107875824,5500,0.53,0h22min45s,62.87577819824219
1457.5239255428314,6000,0.62,0h24min17s,242.90777587890625
1532.9780163764954,6500,0.63,0h25min32s,262.8866577148437
1614.6891531944275,7000,0.61,0h26min54s,222.8515625
1693.31547665596,7500,0.69,0h28min13s,382.8977661132813
1765.4312136173248,8000,0.76,0h29min25s,522.91064453125
1846.4767003059387,8500,0.8,0h30min46s,602.9271240234375
1921.892863035202,9000,0.74,0h32min1s,482.8448791503906
2000.8569712638853,9500,0.69,0h33min20s,382.8082275390625
2081.224501848221,10000,0.71,0h34min41s,422.78912353515625
2143.3373103141785,10500,0.74,0h35min43s,482.8046569824219
2211.668078184128,11000,0.78,0h36min51s,562.7999877929688
2277.8344979286194,11500,0.8,0h37min57s,602.8026733398438
2350.05232834816,12000,0.75,0h39min10s,502.767333984375
2413.831047058105,12500,0.76,0h40min13s,522.7611083984375
2482.5415828228,13000,0.77,0h41min22s,542.7717895507812
2531.941183567047,13500,0.79,0h42min11s,582.7769165039062
2579.3223419189453,14000,0.78,0h42min59s,562.7728881835938
2637.381540060044,14500,0.82,0h43min57s,642.7904663085938
2674.7342672348022,15000,0.86,0h44min34s,722.8078002929688
2713.8103494644165,15500,0.85,0h45min13s,702.8006591796875
2737.5705926418304,16000,0.84,0h45min37s,682.7955322265625
2765.3814074993134,16500,0.83,0h46min5s,662.794677734375
2797.4217936992645,17000,0.82,0h46min37s,642.7904663085938
2830.5731403827667,17500,0.8,0h47min10s,602.7835693359375
2855.7776730060577,18000,0.82,0h47min35s,642.7964477539062
2885.483978509903,18500,0.82,0h48min5s,642.7702026367188
2901.900101184845,19000,0.81,0h48min21s,622.7568969726562
2920.16906619072,19500,0.84,0h48min40s,682.7702026367188
2935.587895154953,20000,0.83,0h48min55s,662.7842407226562
2948.451775312424,20500,0.84,0h49min8s,682.79443359375
2963.0734844207764,21000,0.87,0h49min23s,742.806640625
2977.069857120514,21500,0.92,0h49min37s,842.8270874023438
3002.528692722321,22000,0.88,0h50min2s,762.8148803710938
3039.892067432404,22500,0.87,0h50min39s,742.8177490234375
3061.6725673675537,23000,0.9,0h51min1s,802.823974609375
3083.7890496253967,23500,0.89,0h51min23s,782.8109130859375
3106.745195388794,24000,0.89,0h51min46s,782.8128662109375
3123.002347230912,24500,0.84,0h52min3s,682.7913208007812
3136.9303216934204,25000,0.89,0h52min16s,782.8109130859375
3153.3253388404846,25500,0.94,0h52min33s,882.8304443359375
3178.182782411576,26000,0.97,0h52min58s,942.8446655273438
3203.524244308472,26500,0.98,0h53min23s,962.853759765625
3235.7221179008484,27000,0.97,0h53min55s,942.8486938476562
3267.441030025482,27500,0.97,0h54min27s,942.8477783203124
3286.74485373497,28000,0.96,0h54min46s,922.8446655273438
3298.3135657310486,28500,0.97,0h54min58s,942.8497924804688
3322.555245399475,29000,0.98,0h55min22s,962.8529052734376
3359.838945388794,29500,0.99,0h55min59s,982.8579711914062
