n_steps,time,mean_reward,mean_length
567,0h0min1s,0.32,56.7
1214,0h0min6s,0.34,60.7
1681,0h0min13s,0.33,56.03
2153,0h0min22s,0.31,53.83
2418,0h0min29s,0.29,48.36
3366,0h0min46s,0.3,57.41
3986,0h0min56s,0.3,54.82
4682,0h1min9s,0.3,59.71
5616,0h1min28s,0.3,68.22
6177,0h1min37s,0.31,74.35
7165,0h1min55s,0.3,75.06
7885,0h2min6s,0.29,78.41
8651,0h2min20s,0.29,79.78
9318,0h2min32s,0.28,75.14
9931,0h2min43s,0.29,75.06
10671,0h2min58s,0.27,71.69
11354,0h3min13s,0.25,68.84
12304,0h3min30s,0.25,73.59
13291,0h3min47s,0.26,78.12
14095,0h4min2s,0.24,83.1
14980,0h4min19s,0.24,84.9
15624,0h4min31s,0.24,85.69
16569,0h4min48s,0.24,83.8
17476,0h5min5s,0.22,84.02
18282,0h5min19s,0.25,84.06
19288,0h5min38s,0.25,87.0
20195,0h5min53s,0.25,91.59
20913,0h6min5s,0.24,88.22
21811,0h6min22s,0.25,85.57
22744,0h6min37s,0.25,88.98
23439,0h6min50s,0.25,83.57
24209,0h7min5s,0.24,80.96
25063,0h7min22s,0.22,81.73
25960,0h7min40s,0.24,82.84
26707,0h7min54s,0.23,79.67
27656,0h8min11s,0.25,84.65
28421,0h8min27s,0.24,84.55
28991,0h8min38s,0.25,78.98
29923,0h8min54s,0.25,80.06
30763,0h9min10s,0.24,79.98
31535,0h9min24s,0.23,78.02
32522,0h9min43s,0.26,82.37
33456,0h10min2s,0.27,87.92
34301,0h10min17s,0.27,88.18
35234,0h10min34s,0.28,89.63
35972,0h10min50s,0.29,87.78
36705,0h11min3s,0.28,82.73
37495,0h11min17s,0.27,79.69
38209,0h11min28s,0.28,77.71
38888,0h11min41s,0.26,75.14
39483,0h11min53s,0.25,70.31
40239,0h12min8s,0.24,71.25
40942,0h12min22s,0.24,68.9
41446,0h12min32s,0.23,63.92
42047,0h12min43s,0.25,63.9
42770,0h12min56s,0.27,66.41
43609,0h13min14s,0.28,68.65
44141,0h13min24s,0.27,65.65
44840,0h13min37s,0.27,69.37
45711,0h13min55s,0.24,73.8
46329,0h14min7s,0.22,70.71
