n_steps,time,mean_reward,mean_length
732,0h0min2s,0.36,73.2
1370,0h0min8s,0.35,68.5
2007,0h0min18s,0.35,66.9
2697,0h0min31s,0.35,67.42
3216,0h0min41s,0.35,64.32
3983,0h0min55s,0.33,65.71
4821,0h1min13s,0.33,68.43
5767,0h1min31s,0.31,74.35
6496,0h1min44s,0.27,75.27
7154,0h1min55s,0.25,79.18
7916,0h2min8s,0.23,79.08
8668,0h2min21s,0.21,78.14
9602,0h2min39s,0.21,77.16
10453,0h2min52s,0.23,79.55
11175,0h3min6s,0.25,79.47
12016,0h3min21s,0.26,81.45
12851,0h3min37s,0.28,82.47
13652,0h3min52s,0.29,82.76
14490,0h4min8s,0.28,81.12
15294,0h4min23s,0.29,82.73
16057,0h4min40s,0.29,81.2
16743,0h4min52s,0.25,77.24
17820,0h5min11s,0.27,83.69
18644,0h5min26s,0.25,83.41
19508,0h5min44s,0.25,82.84
20277,0h5min57s,0.25,84.71
21187,0h6min15s,0.27,89.1
21892,0h6min26s,0.25,81.8
22481,0h6min38s,0.25,77.2
23353,0h6min53s,0.24,78.31
24126,0h7min7s,0.24,77.43
25394,0h7min30s,0.22,83.45
26304,0h7min47s,0.2,86.94
27014,0h8min1s,0.21,90.84
27602,0h8min13s,0.22,85.84
28461,0h8min29s,0.23,87.35
29252,0h8min43s,0.23,78.61
29853,0h8min54s,0.24,71.55
30630,0h9min8s,0.25,71.33
31478,0h9min24s,0.26,76.27
32346,0h9min41s,0.26,78.14
33190,0h9min54s,0.27,79.92
33818,0h10min5s,0.27,79.71
34584,0h10min18s,0.27,78.04
35546,0h10min38s,0.28,81.73
36346,0h10min53s,0.28,80.39
36992,0h11min7s,0.28,76.51
37752,0h11min21s,0.27,77.65
38453,0h11min34s,0.27,76.06
39072,0h11min47s,0.25,71.1
39738,0h12min1s,0.25,69.43
40789,0h12min19s,0.24,74.69
41394,0h12min30s,0.22,72.61
42206,0h12min46s,0.23,75.55
42854,0h12min59s,0.22,74.49
43754,0h13min15s,0.23,80.29
44501,0h13min29s,0.21,74.75
45275,0h13min44s,0.22,77.1
45921,0h13min58s,0.24,75.67
46779,0h14min16s,0.25,77.75
