n_steps,time,mean_reward,mean_length
540,0h0min1s,0.31,54.0
946,0h0min3s,0.31,47.3
1603,0h0min11s,0.31,53.43
2116,0h0min21s,0.31,52.9
2659,0h0min31s,0.31,53.18
3269,0h0min42s,0.31,53.86
3922,0h0min54s,0.3,59.39
4485,0h1min6s,0.29,58.47
4948,0h1min16s,0.28,57.92
5711,0h1min28s,0.25,60.49
6429,0h1min39s,0.24,62.37
7251,0h1min52s,0.22,65.59
8175,0h2min7s,0.22,74.31
9035,0h2min21s,0.22,81.25
9869,0h2min36s,0.23,83.49
10787,0h2min54s,0.24,86.16
11644,0h3min10s,0.26,88.1
12511,0h3min29s,0.28,86.37
12991,0h3min39s,0.26,80.18
13596,0h3min50s,0.25,73.8
14093,0h3min59s,0.24,65.22
14866,0h4min15s,0.23,63.55
15919,0h4min34s,0.23,69.2
16560,0h4min47s,0.24,70.37
17319,0h5min0s,0.24,73.86
18264,0h5min17s,0.26,82.59
18936,0h5min30s,0.25,80.51
19677,0h5min43s,0.24,75.65
20638,0h5min59s,0.25,82.29
21896,0h6min22s,0.27,90.2
22599,0h6min34s,0.26,86.96
23526,0h6min51s,0.27,91.96
23999,0h7min0s,0.27,86.33
24671,0h7min12s,0.26,79.35
25380,0h7min26s,0.26,70.27
25932,0h7min37s,0.25,67.31
26424,0h7min47s,0.25,59.55
27278,0h8min3s,0.25,64.55
27829,0h8min12s,0.25,62.14
28715,0h8min26s,0.23,65.86
29355,0h8min37s,0.22,67.31
30439,0h8min56s,0.22,78.86
31341,0h9min12s,0.23,81.63
32003,0h9min25s,0.23,82.51
32797,0h9min38s,0.23,80.22
33907,0h9min56s,0.21,89.57
34497,0h10min8s,0.21,82.2
