n_steps,time,mean_reward
297,0h1min0s,0.62
598,0h2min1s,0.65
960,0h3min1s,0.72
1383,0h4min2s,0.81
1839,0h5min3s,0.85
2316,0h6min3s,0.91
2844,0h7min4s,0.93
3368,0h8min4s,0.93
3930,0h9min5s,0.94
4633,0h10min5s,0.96
5394,0h11min6s,0.97
6379,0h12min7s,1.0
7565,0h13min7s,0.99
9460,0h14min8s,0.99
12991,0h15min8s,0.99
17811,0h16min8s,0.99
20149,0h17min8s,0.99
22669,0h18min9s,0.98
25903,0h19min9s,0.99
32882,0h20min9s,0.99
50790,0h21min9s,1.0
68090,0h22min9s,0.99
100847,0h23min9s,1.0
132306,0h24min9s,1.0
174768,0h25min9s,1.0
