n_steps,time,mean_reward
251,0h1min0s,0.6
597,0h2min1s,0.7
988,0h3min3s,0.78
1513,0h4min3s,0.88
2114,0h5min3s,0.91
2752,0h6min3s,0.93
3517,0h7min4s,0.94
4356,0h8min4s,0.94
5057,0h9min5s,0.96
5714,0h10min5s,0.97
6536,0h11min7s,0.97
7959,0h12min7s,0.97
9949,0h13min7s,0.98
12179,0h14min8s,0.98
15345,0h15min8s,0.99
18092,0h16min9s,0.98
21494,0h17min9s,0.99
26844,0h18min9s,0.99
34243,0h19min9s,0.99
51879,0h20min10s,1.0
69910,0h21min10s,1.0
84498,0h22min10s,1.0
98563,0h23min10s,1.0
115139,0h24min10s,1.0
131268,0h25min10s,0.99
