n_steps,time,mean_reward
238,0h1min1s,0.6
591,0h2min1s,0.7
972,0h3min2s,0.77
1314,0h4min2s,0.86
1704,0h5min4s,0.87
2063,0h6min7s,0.86
2546,0h7min7s,0.89
3104,0h8min8s,0.93
3785,0h9min9s,0.96
4557,0h10min9s,0.97
5260,0h11min10s,0.97
6039,0h12min10s,0.96
6863,0h13min11s,0.97
7417,0h14min11s,0.97
8623,0h15min11s,0.96
10786,0h16min12s,0.98
14126,0h17min12s,0.99
17633,0h18min12s,1.0
24243,0h19min13s,1.0
29837,0h20min13s,0.99
46448,0h21min13s,1.0
61640,0h22min13s,0.99
82768,0h23min13s,1.0
122520,0h24min13s,1.0
171577,0h25min13s,1.0
