n_steps,time,mean_reward,mean_length
756,0h0min4s,0.35,75.6
1590,0h0min16s,0.34,79.5
2801,0h0min45s,0.38,93.37
3378,0h1min0s,0.36,84.45
4166,0h1min20s,0.35,83.32
5002,0h1min40s,0.32,85.22
6031,0h2min4s,0.31,88.27
6955,0h2min26s,0.26,84.41
7875,0h2min49s,0.24,89.67
8775,0h3min11s,0.21,90.78
9543,0h3min31s,0.2,89.24
10388,0h3min50s,0.19,87.39
11118,0h4min8s,0.2,82.31
11850,0h4min27s,0.2,79.9
12553,0h4min44s,0.2,76.04
13437,0h5min5s,0.21,78.31
14264,0h5min25s,0.2,78.35
15172,0h5min46s,0.19,80.73
16360,0h6min14s,0.2,88.63
17326,0h6min36s,0.22,95.55
18189,0h6min58s,0.22,95.14
19058,0h7min21s,0.22,94.51
20026,0h7min44s,0.22,97.14
20923,0h8min6s,0.19,91.43
21931,0h8min31s,0.18,92.25
22814,0h8min54s,0.18,91.55
23793,0h9min17s,0.21,94.8
24573,0h9min36s,0.22,91.12
25551,0h10min0s,0.24,92.71
26520,0h10min26s,0.24,91.94
27565,0h10min52s,0.23,96.0
28424,0h11min13s,0.18,92.76
29433,0h11min37s,0.19,97.25
30384,0h11min59s,0.18,96.73
31234,0h12min20s,0.16,94.39
32070,0h12min40s,0.15,90.29
32901,0h13min1s,0.17,89.75
33869,0h13min24s,0.16,88.55
34817,0h13min48s,0.17,88.88
35730,0h14min9s,0.18,88.92
36504,0h14min29s,0.21,88.9
37423,0h14min51s,0.2,90.63
38231,0h15min11s,0.22,87.49
38925,0h15min29s,0.21,81.18
39791,0h15min50s,0.22,81.59
40727,0h16min13s,0.2,84.76
41596,0h16min36s,0.21,83.78
42456,0h16min57s,0.2,83.51
43327,0h17min20s,0.19,88.27
44158,0h17min41s,0.19,87.12
44985,0h18min2s,0.19,84.86
45719,0h18min20s,0.18,83.65
46426,0h18min38s,0.16,79.8
47297,0h19min0s,0.19,79.8
48057,0h19min19s,0.19,78.41
48927,0h19min41s,0.19,77.84
49578,0h19min57s,0.19,77.63
50195,0h20min13s,0.21,74.29
50950,0h20min32s,0.22,72.84
52013,0h20min59s,0.21,79.53
52940,0h21min24s,0.18,79.2
53873,0h21min48s,0.14,84.82
54786,0h22min11s,0.14,90.27
55645,0h22min33s,0.12,94.02
56444,0h22min54s,0.13,88.49
57408,0h23min19s,0.15,89.57
58270,0h23min42s,0.18,88.18
59217,0h24min6s,0.19,88.84
60191,0h24min31s,0.22,91.1
60881,0h24min49s,0.21,88.96
61850,0h25min15s,0.21,87.84
62690,0h25min37s,0.22,88.63
63689,0h26min4s,0.22,89.65
64408,0h26min23s,0.22,84.33
65301,0h26min49s,0.24,88.63
66034,0h27min10s,0.25,84.0
66942,0h27min35s,0.23,85.92
67776,0h27min59s,0.21,82.1
68776,0h28min26s,0.18,87.61
69546,0h28min46s,0.18,85.2
70266,0h29min8s,0.16,84.02
71182,0h29min33s,0.16,86.16
72299,0h30min4s,0.18,90.65
73263,0h30min31s,0.18,89.94
74090,0h30min55s,0.16,90.75
75047,0h31min19s,0.15,95.71
75968,0h31min45s,0.12,95.8
76897,0h32min9s,0.11,92.12
77734,0h32min32s,0.11,89.63
78558,0h32min53s,0.12,89.57
79558,0h33min19s,0.11,90.41
80483,0h33min48s,0.14,88.94
81359,0h34min13s,0.13,88.9
82375,0h34min42s,0.14,92.96
83231,0h35min4s,0.14,93.59
