n_steps,time,mean_reward,mean_length
772,0h0min4s,0.37,77.2
1849,0h0min22s,0.4,92.45
2634,0h0min40s,0.39,87.8
3563,0h1min2s,0.38,89.08
4429,0h1min23s,0.38,88.58
5472,0h1min48s,0.36,92.53
6313,0h2min7s,0.33,89.49
7343,0h2min31s,0.32,93.67
8108,0h2min50s,0.29,91.08
9200,0h3min16s,0.27,95.51
10087,0h3min38s,0.26,92.45
10732,0h3min52s,0.25,88.61
11666,0h4min14s,0.26,86.73
12540,0h4min33s,0.27,87.63
13417,0h4min54s,0.27,84.65
14178,0h5min11s,0.26,82.18
14986,0h5min31s,0.27,85.37
15530,0h5min45s,0.26,77.73
16357,0h6min4s,0.25,75.31
17023,0h6min22s,0.24,73.53
17788,0h6min40s,0.23,72.75
18644,0h6min59s,0.23,74.67
19492,0h7min19s,0.22,78.22
20601,0h7min46s,0.22,84.02
21321,0h8min3s,0.24,86.24
22232,0h8min26s,0.26,88.37
22917,0h8min42s,0.26,84.67
23520,0h8min59s,0.25,81.61
24536,0h9min24s,0.26,81.0
25469,0h9min46s,0.25,82.51
26418,0h10min7s,0.25,82.98
27226,0h10min27s,0.24,85.37
28202,0h10min51s,0.25,92.57
28909,0h11min9s,0.24,87.71
29478,0h11min24s,0.24,80.57
30402,0h11min47s,0.22,80.08
31116,0h12min5s,0.22,78.08
32122,0h12min28s,0.21,77.24
32882,0h12min46s,0.22,78.29
33528,0h13min4s,0.2,80.27
34182,0h13min20s,0.2,76.08
35094,0h13min41s,0.21,79.96
35995,0h14min2s,0.21,76.27
36723,0h14min20s,0.2,77.27
37448,0h14min37s,0.22,77.37
37887,0h14min48s,0.22,74.1
38707,0h15min8s,0.23,72.8
39389,0h15min24s,0.23,68.08
40341,0h15min45s,0.25,71.35
41177,0h16min4s,0.25,75.08
42072,0h16min25s,0.26,83.1
42790,0h16min43s,0.24,80.71
43752,0h17min4s,0.24,86.75
44577,0h17min25s,0.25,85.82
45212,0h17min41s,0.23,81.08
45904,0h17min56s,0.24,78.08
46793,0h18min17s,0.25,80.45
47540,0h18min36s,0.24,76.24
48167,0h18min51s,0.23,72.35
49157,0h19min15s,0.24,77.76
49966,0h19min33s,0.25,81.61
50600,0h19min49s,0.22,75.84
51608,0h20min14s,0.23,81.73
52131,0h20min29s,0.24,79.45
52861,0h20min45s,0.22,74.59
53532,0h21min1s,0.22,70.61
54404,0h21min24s,0.23,75.18
55273,0h21min46s,0.24,73.82
55864,0h22min1s,0.23,74.37
56649,0h22min21s,0.25,76.24
57365,0h22min39s,0.27,77.12
57964,0h22min54s,0.27,70.55
58565,0h23min10s,0.26,66.41
59329,0h23min28s,0.26,68.94
59969,0h23min44s,0.24,66.18
60923,0h24min7s,0.22,71.73
61624,0h24min23s,0.22,73.18
62404,0h24min43s,0.21,76.41
63240,0h25min2s,0.21,77.22
63967,0h25min21s,0.19,80.35
64712,0h25min41s,0.2,77.47
65566,0h26min5s,0.21,79.25
66423,0h26min29s,0.22,80.76
67179,0h26min49s,0.22,79.2
68002,0h27min9s,0.24,79.39
68970,0h27min35s,0.23,85.45
69615,0h27min51s,0.23,81.82
70160,0h28min5s,0.23,76.12
70742,0h28min22s,0.21,71.82
71285,0h28min37s,0.22,66.33
72042,0h28min58s,0.21,62.06
72734,0h29min18s,0.22,62.22
73349,0h29min35s,0.2,63.29
73835,0h29min47s,0.2,62.61
74635,0h30min8s,0.2,67.65
75435,0h30min32s,0.21,67.14
76051,0h30min51s,0.21,67.0
76683,0h31min8s,0.21,66.22
77538,0h31min32s,0.2,73.02
78519,0h31min57s,0.21,78.12
79369,0h32min20s,0.22,77.55
80192,0h32min42s,0.22,83.16
81047,0h33min7s,0.23,86.92
81917,0h33min31s,0.24,87.82
82806,0h33min52s,0.25,87.29
83623,0h34min15s,0.26,84.27
84326,0h34min32s,0.25,81.86
85255,0h34min56s,0.25,83.98
86091,0h35min19s,0.26,83.59
