n_steps,time,mean_reward,mean_length
764,0h0min4s,0.31,76.4
1533,0h0min16s,0.32,76.65
2410,0h0min37s,0.33,80.33
3192,0h0min55s,0.32,79.8
3991,0h1min14s,0.33,79.82
4752,0h1min33s,0.32,79.67
5433,0h1min50s,0.31,78.86
6286,0h2min10s,0.27,77.96
7178,0h2min32s,0.25,78.76
8124,0h2min52s,0.24,82.47
8945,0h3min11s,0.23,84.18
9819,0h3min32s,0.2,87.96
10525,0h3min49s,0.21,83.65
11275,0h4min7s,0.21,80.84
12035,0h4min26s,0.21,78.65
12945,0h4min47s,0.21,80.39
13892,0h5min9s,0.24,81.82
14677,0h5min29s,0.24,83.37
15440,0h5min48s,0.24,83.63
16375,0h6min11s,0.24,87.06
17167,0h6min31s,0.24,83.41
17808,0h6min48s,0.25,78.75
18574,0h7min7s,0.24,78.37
19440,0h7min28s,0.22,79.39
20330,0h7min50s,0.22,80.1
21294,0h8min13s,0.23,81.98
22060,0h8min31s,0.21,85.33
23032,0h8min53s,0.21,89.61
23865,0h9min14s,0.22,88.73
24896,0h9min39s,0.22,91.49
25800,0h10min2s,0.22,90.31
26612,0h10min21s,0.23,91.22
27361,0h10min38s,0.24,85.49
28272,0h10min59s,0.24,88.37
29165,0h11min21s,0.23,86.1
29772,0h11min37s,0.23,78.65
30633,0h11min58s,0.22,79.49
31355,0h12min16s,0.22,78.8
32232,0h12min38s,0.21,79.61
33065,0h12min59s,0.22,76.94
33737,0h13min17s,0.21,80.8
34565,0h13min38s,0.22,77.96
35360,0h13min58s,0.23,79.76
36252,0h14min21s,0.24,80.78
37058,0h14min39s,0.24,79.12
37809,0h14min59s,0.24,80.65
38425,0h15min15s,0.23,76.51
39425,0h15min39s,0.24,81.67
39947,0h15min55s,0.24,74.71
40637,0h16min13s,0.24,72.78
41406,0h16min32s,0.25,71.24
42184,0h16min52s,0.25,75.1
42880,0h17min10s,0.23,68.69
43664,0h17min30s,0.23,73.27
44232,0h17min45s,0.23,72.45
45093,0h18min7s,0.23,73.65
46014,0h18min30s,0.23,75.67
46940,0h18min54s,0.22,80.92
47846,0h19min17s,0.22,83.96
48531,0h19min36s,0.22,84.84
49165,0h19min52s,0.21,83.0
49830,0h20min9s,0.2,78.84
50399,0h20min24s,0.17,69.78
51156,0h20min44s,0.19,65.8
51888,0h21min3s,0.18,67.78
52779,0h21min26s,0.19,72.82
53628,0h21min47s,0.22,76.43
54387,0h22min8s,0.23,78.55
55204,0h22min30s,0.23,81.33
55811,0h22min47s,0.22,78.88
56854,0h23min14s,0.23,80.49
57649,0h23min35s,0.22,79.98
58582,0h23min59s,0.22,82.45
59248,0h24min18s,0.21,82.22
59924,0h24min36s,0.22,81.73
60981,0h25min2s,0.24,84.1
61911,0h25min26s,0.24,84.12
62845,0h25min50s,0.22,85.55
63698,0h26min12s,0.24,87.75
64424,0h26min32s,0.22,88.43
65178,0h26min51s,0.2,83.33
65946,0h27min11s,0.21,80.92
67070,0h27min40s,0.23,84.8
68035,0h28min3s,0.23,87.0
68935,0h28min26s,0.23,88.61
69549,0h28min43s,0.24,87.67
70302,0h29min7s,0.22,86.59
71107,0h29min27s,0.19,81.12
71953,0h29min50s,0.18,77.47
72750,0h30min12s,0.17,76.76
73525,0h30min33s,0.18,79.92
74300,0h30min52s,0.21,78.69
74908,0h31min10s,0.23,76.49
75876,0h31min36s,0.28,78.88
76619,0h31min56s,0.29,76.25
77172,0h32min13s,0.31,73.47
78085,0h32min39s,0.28,76.18
79052,0h33min7s,0.27,81.61
79715,0h33min28s,0.24,77.24
80565,0h33min53s,0.24,79.33
81311,0h34min15s,0.22,83.12
82125,0h34min37s,0.24,81.18
82886,0h35min1s,0.23,77.14
83808,0h35min27s,0.24,80.63
84406,0h35min45s,0.24,77.27
85126,0h36min3s,0.24,77.53
85898,0h36min23s,0.23,75.94
86622,0h36min44s,0.23,75.22
87369,0h37min5s,0.21,71.78
88137,0h37min26s,0.22,74.16
88985,0h37min51s,0.24,77.63
89634,0h38min9s,0.22,75.22
90399,0h38min32s,0.22,76.02
91116,0h38min51s,0.24,76.08
91751,0h39min8s,0.23,72.82
92554,0h39min32s,0.22,72.12
93279,0h39min50s,0.22,73.43
93779,0h40min6s,0.22,68.24
94363,0h40min24s,0.23,67.22
95197,0h40min47s,0.23,69.53
95849,0h41min6s,0.22,66.57
96541,0h41min27s,0.22,65.92
97317,0h41min49s,0.2,69.84
98326,0h42min16s,0.19,78.06
99348,0h42min44s,0.18,81.71
100300,0h43min12s,0.21,89.24
101115,0h43min32s,0.2,93.02
101977,0h43min56s,0.21,91.86
102663,0h44min15s,0.24,88.65
103642,0h44min42s,0.22,86.16
104304,0h45min2s,0.21,80.47
104909,0h45min19s,0.21,74.9
105698,0h45min42s,0.23,74.92
106445,0h46min3s,0.21,76.12
107330,0h46min29s,0.22,74.65
108121,0h46min52s,0.22,75.63
108963,0h47min17s,0.22,81.45
109827,0h47min41s,0.2,84.25
110690,0h48min4s,0.2,83.9
111444,0h48min26s,0.19,82.63
112224,0h48min49s,0.2,82.41
113094,0h49min13s,0.18,82.37
113867,0h49min33s,0.2,79.69
114500,0h49min52s,0.19,76.67
115458,0h50min17s,0.18,80.67
