n_steps,time,mean_reward,mean_length
294,0h0min4s,0.16,29.4
960,0h0min10s,0.23,48.0
1341,0h0min19s,0.22,44.7
1705,0h0min29s,0.23,42.62
2247,0h0min43s,0.24,44.94
2880,0h1min0s,0.27,51.37
3281,0h1min12s,0.24,46.27
4007,0h1min31s,0.24,52.94
4746,0h1min51s,0.25,60.82
5347,0h2min8s,0.24,61.67
6155,0h2min30s,0.23,64.98
6901,0h2min50s,0.25,72.78
7891,0h3min14s,0.25,76.8
8659,0h3min36s,0.23,77.49
9427,0h3min55s,0.22,81.96
10021,0h4min12s,0.21,77.76
10588,0h4min27s,0.18,74.61
11282,0h4min46s,0.19,66.57
11986,0h5min6s,0.19,68.33
12897,0h5min31s,0.19,68.84
13602,0h5min49s,0.19,72.18
14221,0h6min6s,0.21,71.33
15207,0h6min32s,0.2,77.84
15823,0h6min49s,0.19,76.06
16517,0h7min8s,0.2,72.94
17084,0h7min24s,0.2,68.84
18002,0h7min47s,0.22,76.96
18924,0h8min10s,0.22,73.59
19827,0h8min32s,0.22,81.55
20538,0h8min49s,0.21,79.71
21185,0h9min7s,0.21,81.12
21813,0h9min24s,0.18,76.69
22808,0h9min49s,0.17,78.12
23613,0h10min11s,0.17,76.2
24201,0h10min26s,0.18,73.55
25116,0h10min49s,0.2,78.39
25893,0h11min8s,0.2,81.55
26363,0h11min22s,0.2,71.22
26954,0h11min39s,0.21,67.47
27840,0h12min2s,0.21,72.16
28445,0h12min18s,0.2,67.63
28999,0h12min35s,0.19,62.86
29662,0h12min54s,0.21,65.73
30392,0h13min13s,0.2,69.37
31096,0h13min33s,0.2,66.61
31657,0h13min49s,0.19,64.41
32510,0h14min11s,0.19,69.14
33445,0h14min34s,0.2,75.14
34187,0h14min53s,0.21,75.45
34885,0h15min13s,0.19,76.25
35478,0h15min30s,0.22,76.88
36452,0h15min56s,0.23,77.71
37113,0h16min14s,0.23,73.24
37525,0h16min26s,0.21,66.0
38099,0h16min43s,0.22,63.67
38715,0h17min0s,0.21,64.33
39251,0h17min15s,0.19,57.69
40139,0h17min38s,0.19,61.65
40820,0h17min55s,0.2,65.73
41473,0h18min13s,0.19,67.43
42196,0h18min34s,0.22,69.22
43028,0h18min56s,0.25,74.29
43567,0h19min13s,0.25,70.51
44230,0h19min30s,0.26,67.71
44759,0h19min46s,0.25,65.27
45107,0h19min57s,0.24,57.53
46033,0h20min21s,0.22,63.51
46639,0h20min38s,0.22,60.43
47292,0h20min56s,0.22,61.18
47909,0h21min13s,0.22,62.12
48560,0h21min29s,0.22,68.14
49173,0h21min46s,0.22,63.53
49765,0h22min2s,0.21,63.25
50263,0h22min16s,0.19,58.41
51120,0h22min38s,0.2,64.92
51794,0h22min57s,0.2,65.37
52508,0h23min17s,0.2,67.76
53223,0h23min37s,0.2,69.24
53927,0h23min57s,0.22,72.53
54482,0h24min13s,0.21,66.98
54891,0h24min25s,0.21,62.69
55569,0h24min46s,0.21,61.98
56363,0h25min7s,0.21,62.78
57042,0h25min24s,0.2,63.04
57737,0h25min45s,0.17,64.57
58748,0h26min13s,0.15,76.59
59609,0h26min36s,0.14,81.18
60609,0h27min6s,0.11,85.22
61636,0h27min35s,0.09,92.04
62573,0h28min1s,0.08,95.84
63366,0h28min22s,0.09,92.51
64189,0h28min46s,0.09,91.76
65218,0h29min15s,0.09,92.33
66180,0h29min43s,0.08,91.06
67169,0h30min11s,0.07,92.08
67950,0h30min35s,0.05,91.84
68727,0h30min59s,0.05,90.94
69609,0h31min26s,0.04,88.06
70514,0h31min51s,0.05,86.94
71580,0h32min23s,0.08,88.45
72382,0h32min46s,0.1,87.78
73036,0h33min6s,0.1,86.45
73904,0h33min35s,0.13,86.18
74588,0h33min57s,0.16,83.14
75452,0h34min23s,0.16,78.35
76338,0h34min49s,0.15,77.96
77166,0h35min15s,0.14,82.41
77875,0h35min38s,0.12,79.82
78626,0h36min2s,0.11,81.63
79325,0h36min23s,0.1,77.9
80120,0h36min45s,0.13,76.12
80788,0h37min7s,0.16,71.86
81505,0h37min28s,0.17,72.92
82353,0h37min55s,0.18,75.04
83096,0h38min16s,0.2,75.9
83855,0h38min39s,0.2,74.53
84560,0h39min3s,0.19,75.16
85441,0h39min31s,0.18,78.2
86168,0h39min53s,0.18,75.76
87034,0h40min21s,0.16,77.75
87859,0h40min46s,0.14,79.57
88859,0h41min17s,0.12,84.76
89825,0h41min48s,0.11,87.92
90511,0h42min11s,0.1,85.53
91100,0h42min30s,0.11,81.27
91867,0h42min54s,0.13,79.25
92798,0h43min21s,0.14,79.2
93586,0h43min46s,0.14,75.71
94357,0h44min10s,0.12,76.24
95220,0h44min36s,0.1,80.96
95851,0h44min56s,0.11,80.08
96696,0h45min22s,0.13,78.39
97676,0h45min53s,0.13,80.55
98400,0h46min17s,0.15,79.61
98983,0h46min33s,0.18,75.25
99627,0h46min53s,0.19,74.59
100306,0h47min13s,0.16,72.75
101314,0h47min43s,0.2,73.29
102087,0h48min4s,0.19,74.25
102869,0h48min30s,0.17,77.18
103869,0h49min2s,0.12,83.65
104869,0h49min34s,0.1,91.43
105869,0h50min4s,0.04,91.27
106869,0h50min37s,0.03,94.55
107816,0h51min7s,0.0,98.96
108816,0h51min38s,0.01,98.96
109641,0h52min4s,0.03,95.53
110153,0h52min23s,0.06,85.96
110823,0h52min44s,0.12,79.49
111429,0h53min3s,0.14,72.8
112155,0h53min28s,0.18,67.43
112998,0h53min55s,0.19,67.35
113768,0h54min21s,0.2,72.84
114524,0h54min45s,0.18,74.31
115433,0h55min14s,0.15,80.47
116210,0h55min36s,0.15,80.02
116883,0h55min56s,0.15,78.14
117722,0h56min21s,0.13,78.75
118600,0h56min47s,0.13,81.88
119556,0h57min18s,0.15,81.02
120226,0h57min41s,0.15,80.71
121250,0h58min15s,0.16,87.59
122312,0h58min47s,0.18,91.96
123012,0h59min9s,0.17,88.47
123562,0h59min29s,0.17,81.51
124458,0h59min57s,0.16,84.94
125166,1h0min20s,0.16,78.75
125907,1h0min42s,0.16,74.22
126733,1h1min8s,0.14,73.71
127636,1h1min35s,0.15,81.84
128634,1h2min3s,0.13,82.37
129547,1h2min33s,0.12,87.45
130505,1h3min2s,0.12,90.98
131403,1h3min29s,0.11,92.12
132314,1h3min58s,0.1,93.69
133110,1h4min24s,0.1,89.73
134004,1h4min53s,0.11,90.43
135088,1h5min26s,0.12,91.82
