n_steps,time,mean_reward,mean_length
63535,0h29min12s,0.21,64.82
64149,0h29min31s,0.22,64.73
64834,0h29min53s,0.23,67.29
65507,0h30min14s,0.23,64.69
66307,0h30min38s,0.22,66.59
66896,0h30min55s,0.23,66.51
67661,0h31min17s,0.22,70.82
68204,0h31min34s,0.21,66.98
68909,0h31min57s,0.18,69.2
69890,0h32min24s,0.18,70.76
70454,0h32min40s,0.17,70.71
71139,0h33min0s,0.17,68.92
71738,0h33min20s,0.18,69.92
72306,0h33min39s,0.19,68.57
73224,0h34min5s,0.17,66.33
73954,0h34min30s,0.17,69.27
74555,0h34min46s,0.17,68.94
75216,0h35min6s,0.18,70.16
75816,0h35min24s,0.19,69.73
76595,0h35min47s,0.2,68.06
77196,0h36min7s,0.22,65.53
77867,0h36min28s,0.22,65.82
78564,0h36min50s,0.2,66.2
79188,0h37min7s,0.19,68.63
79744,0h37min25s,0.17,63.71
80350,0h37min44s,0.16,62.43
81068,0h38min5s,0.16,65.55
82043,0h38min35s,0.16,68.51
82929,0h39min0s,0.2,73.86
83413,0h39min16s,0.18,73.9
84197,0h39min41s,0.17,77.39
84837,0h40min1s,0.17,74.25
85539,0h40min22s,0.16,70.51
86223,0h40min39s,0.14,66.55
87024,0h41min3s,0.17,71.67
87723,0h41min26s,0.19,71.1
88373,0h41min46s,0.2,72.22
89061,0h42min7s,0.2,71.02
90048,0h42min35s,0.23,76.02
90709,0h42min54s,0.24,74.22
91261,0h43min13s,0.23,70.08
92014,0h43min37s,0.23,71.98
92605,0h43min56s,0.23,71.12
93100,0h44min9s,0.2,61.8
93778,0h44min30s,0.2,62.82
94433,0h44min51s,0.21,63.73
94917,0h45min6s,0.21,58.88
95524,0h45min25s,0.21,58.12
96084,0h45min42s,0.22,60.06
96741,0h46min3s,0.23,59.25
97256,0h46min18s,0.21,57.31
97807,0h46min37s,0.21,57.37
98605,0h47min2s,0.22,62.37
99034,0h47min15s,0.2,58.37
99799,0h47min36s,0.19,60.51
100551,0h47min58s,0.17,64.8
101242,0h48min20s,0.17,69.31
102015,0h48min45s,0.16,68.82
102847,0h49min11s,0.18,75.18
103427,0h49min31s,0.19,71.8
104107,0h49min51s,0.22,71.69
104815,0h50min13s,0.25,72.02
105336,0h50min28s,0.23,65.78
105778,0h50min43s,0.22,59.14
106505,0h51min4s,0.22,61.31
107453,0h51min33s,0.21,66.49
108227,0h51min55s,0.2,67.73
109068,0h52min19s,0.21,73.98
109527,0h52min34s,0.22,75.47
110180,0h52min55s,0.23,73.14
110941,0h53min17s,0.21,70.35
111548,0h53min36s,0.21,65.45
111942,0h53min50s,0.2,58.31
112642,0h54min11s,0.19,63.04
113318,0h54min32s,0.19,62.08
114090,0h54min57s,0.18,62.35
114733,0h55min16s,0.2,62.63
115432,0h55min36s,0.21,69.24
116111,0h55min57s,0.22,69.98
116865,0h56min20s,0.22,70.51
