n_steps,time,mean_reward,mean_length
1009,0h0min6s,0.4,100.9
1477,0h0min17s,0.33,73.85
2012,0h0min32s,0.33,67.07
2606,0h0min48s,0.31,65.15
3333,0h1min6s,0.32,66.66
3825,0h1min20s,0.29,56.24
4440,0h1min35s,0.3,58.88
4887,0h1min49s,0.28,57.24
5565,0h2min8s,0.27,58.96
6150,0h2min24s,0.26,57.2
7011,0h2min48s,0.24,62.96
7784,0h3min9s,0.23,66.9
8509,0h3min29s,0.23,71.78
9017,0h3min43s,0.22,68.39
9744,0h4min4s,0.22,71.22
10367,0h4min22s,0.21,65.92
10918,0h4min39s,0.22,63.41
11585,0h4min57s,0.23,61.73
12124,0h5min12s,0.22,61.82
12666,0h5min28s,0.23,59.25
13384,0h5min48s,0.25,60.86
14161,0h6min7s,0.25,64.86
15023,0h6min32s,0.25,68.14
15795,0h6min53s,0.27,72.24
16368,0h7min8s,0.26,73.43
17016,0h7min28s,0.25,73.18
17465,0h7min41s,0.25,65.73
18159,0h8min0s,0.23,63.45
18806,0h8min19s,0.23,59.41
19421,0h8min38s,0.23,60.92
20066,0h8min56s,0.23,60.9
20728,0h9min15s,0.25,64.9
21443,0h9min34s,0.26,66.92
22100,0h9min53s,0.25,65.18
23069,0h10min18s,0.26,73.22
23476,0h10min31s,0.26,67.84
24217,0h10min50s,0.24,69.49
25038,0h11min12s,0.23,71.0
25780,0h11min32s,0.22,72.75
26649,0h11min56s,0.25,73.47
27454,0h12min18s,0.27,79.96
28270,0h12min41s,0.29,80.94
29097,0h13min3s,0.3,81.55
29712,0h13min20s,0.29,78.25
30258,0h13min35s,0.28,74.49
30909,0h13min54s,0.26,68.84
31588,0h14min13s,0.26,68.37
32229,0h14min32s,0.25,64.53
32852,0h14min50s,0.25,63.25
33523,0h15min9s,0.26,64.92
34048,0h15min25s,0.25,62.94
34616,0h15min42s,0.26,59.82
35255,0h16min1s,0.26,60.61
35847,0h16min18s,0.27,59.96
36299,0h16min31s,0.25,57.49
37247,0h16min57s,0.28,64.69
37744,0h17min12s,0.27,61.84
38578,0h17min35s,0.27,65.33
39308,0h17min55s,0.28,68.47
39894,0h18min11s,0.29,72.45
40781,0h18min35s,0.28,70.24
41253,0h18min48s,0.28,69.25
41972,0h19min7s,0.26,67.82
42616,0h19min26s,0.24,66.73
43003,0h19min37s,0.23,62.8
43631,0h19min55s,0.22,56.2
44409,0h20min16s,0.22,61.96
45169,0h20min39s,0.22,64.65
45604,0h20min52s,0.22,60.55
46231,0h21min10s,0.25,63.49
47061,0h21min33s,0.23,68.82
47907,0h21min58s,0.24,70.18
48542,0h22min15s,0.24,67.8
49475,0h22min41s,0.23,76.69
50420,0h23min8s,0.19,83.75
51203,0h23min29s,0.16,82.39
51754,0h23min46s,0.14,77.39
52300,0h24min2s,0.16,74.98
52961,0h24min21s,0.14,70.31
53623,0h24min41s,0.16,64.76
54254,0h24min59s,0.17,60.67
