Wall time,Step,mean_reward,time,mean_reward1
0.0,500,0.1,0h0min0s,-801.468994140625
41.28948187828064,1000,0.16,0h0min41s,-678.4110107421875
77.32322573661804,1500,0.29,0h1min17s,-418.1824951171875
105.37997221946716,2000,0.54,0h1min45s,81.97200012207031
122.87898802757265,2500,0.71,0h2min2s,422.0339965820313
139.0508234500885,3000,0.78,0h2min19s,562.0880126953125
147.3030788898468,3500,0.83,0h2min27s,662.093994140625
158.72450065612793,4000,0.91,0h2min38s,822.1220092773438
171.91584086418152,4500,0.93,0h2min51s,862.1339721679688
182.58473920822144,5000,0.95,0h3min2s,902.1400146484376
190.4995367527008,5500,0.97,0h3min10s,942.1339721679688
199.09362602233887,6000,0.97,0h3min19s,942.1320190429688
207.36037516593933,6500,0.98,0h3min27s,962.1439819335938
216.53482627868647,7000,0.94,0h3min36s,882.1339721679688
219.0199987888336,7500,0.94,0h3min39s,882.1300048828125
223.66319012641907,8000,0.96,0h3min43s,922.1240234375
228.2946949005127,8500,0.97,0h3min48s,942.1300048828124
231.84707021713257,9000,0.99,0h3min51s,982.1439819335938
236.1062543392181,9500,0.98,0h3min56s,962.1420288085938
241.26772141456604,10000,0.99,0h4min1s,982.1480102539062
245.42693090438843,10500,0.99,0h4min5s,982.1439819335938
249.3223659992218,11000,0.98,0h4min9s,962.1380004882812
250.76510620117188,11500,0.98,0h4min10s,962.1420288085938
252.70922994613647,12000,0.98,0h4min12s,962.14599609375
255.35552430152893,12500,0.99,0h4min15s,982.1480102539062
259.22887682914734,13000,1.0,0h4min19s,1002.1500244140624
260.77775835990906,13500,0.99,0h4min20s,982.1420288085938
261.9938135147095,14000,0.99,0h4min21s,982.1420288085938
263.28794741630554,14500,0.99,0h4min23s,982.1480102539062
267.3023955821991,15000,0.99,0h4min27s,982.1480102539062
270.8289394378662,15500,0.98,0h4min30s,962.14599609375
272.4021394252777,16000,0.98,0h4min32s,962.14599609375
273.5875189304352,16500,1.0,0h4min33s,1002.1500244140624
274.63212037086487,17000,0.99,0h4min34s,982.1480102539062
276.8692979812622,17500,0.98,0h4min36s,962.14599609375
281.1503026485443,18000,0.97,0h4min41s,942.1439819335938
281.8712339401245,18500,0.98,0h4min41s,962.14599609375
285.18492913246155,19000,0.99,0h4min45s,982.1480102539062
287.2619729042053,19500,0.99,0h4min47s,982.1480102539062
291.1582446098328,20000,0.99,0h4min51s,982.14599609375
292.2547581195832,20500,0.99,0h4min52s,982.14599609375
296.6922016143799,21000,1.0,0h4min56s,1002.1500244140624
301.17210602760315,21500,0.99,0h5min1s,982.1480102539062
302.9549720287323,22000,0.99,0h5min2s,982.1480102539062
304.3999774456024,22500,1.0,0h5min4s,1002.1500244140624
306.0138533115387,23000,0.99,0h5min6s,982.1439819335938
307.9507737159729,23500,0.98,0h5min7s,962.1400146484376
309.2774515151977,24000,0.95,0h5min9s,902.1220092773438
310.81410694122314,24500,0.95,0h5min10s,902.1199951171876
312.17811012268066,25000,0.96,0h5min12s,922.1259765625
313.8733456134796,25500,0.96,0h5min13s,922.1279907226562
315.41714453697205,26000,0.95,0h5min15s,902.1220092773438
315.85237169265747,26500,0.94,0h5min15s,882.114013671875
316.8007664680481,27000,0.98,0h5min16s,962.1380004882812
317.2441520690918,27500,1.0,0h5min17s,1002.1500244140624
317.8583142757416,28000,1.0,0h5min17s,1002.1500244140624
318.62612318992615,28500,0.99,0h5min18s,982.1439819335938
319.7963376045227,29000,0.99,0h5min19s,982.1439819335938
320.6211178302765,29500,1.0,0h5min20s,1002.1500244140624
321.77422428131104,30000,1.0,0h5min21s,1002.1500244140624
322.59877371788025,30500,1.0,0h5min22s,1002.1500244140624
324.65346598625183,31000,1.0,0h5min24s,1002.1500244140624
326.7005944252014,31500,0.99,0h5min26s,982.1480102539062
327.46989607810974,32000,0.99,0h5min27s,982.1480102539062
327.9012212753296,32500,1.0,0h5min27s,1002.1500244140624
328.8525412082672,33000,1.0,0h5min28s,1002.1500244140624
329.3971767425537,33500,1.0,0h5min29s,1002.1500244140624
329.9100995063782,34000,1.0,0h5min29s,1002.1500244140624
330.3525483608246,34500,1.0,0h5min30s,1002.1500244140624
331.06968426704407,35000,1.0,0h5min31s,1002.1500244140624
331.67217111587524,35500,1.0,0h5min31s,1002.1500244140624
332.284455537796,36000,1.0,0h5min32s,1002.1500244140624
333.1214380264282,36500,1.0,0h5min33s,1002.1500244140624
333.76905059814453,37000,1.0,0h5min33s,1002.1500244140624
334.2860941886902,37500,1.0,0h5min34s,1002.1500244140624
334.75543880462646,38000,1.0,0h5min34s,1002.1500244140624
335.1971971988678,38500,1.0,0h5min35s,1002.1500244140624
335.97271966934204,39000,1.0,0h5min35s,1002.1500244140624
336.46448135375977,39500,1.0,0h5min36s,1002.1500244140624
337.1138892173767,40000,1.0,0h5min37s,1002.1500244140624
