Wall time,Step,mean_reward,time,mean_reward1
0.0,500,0.3,0h0min0s,-404.6937561035156
43.6329402923584,1000,0.36,0h0min43s,-278.2139892578125
80.20115542411804,1500,0.37,0h1min20s,-258.1300048828125
108.74802756309508,2000,0.49,0h1min48s,-18.054500579833984
133.0683159828186,2500,0.58,0h2min13s,162.01499938964844
149.14848971366882,3000,0.64,0h2min29s,282.04998779296875
160.9920871257782,3500,0.69,0h2min40s,382.0639953613281
172.657164812088,4000,0.7,0h2min52s,402.0580139160156
179.30338144302368,4500,0.74,0h2min59s,482.0759887695313
186.6224594116211,5000,0.81,0h3min6s,622.0999755859375
189.7692244052887,5500,0.8,0h3min9s,602.0980224609375
193.38610768318176,6000,0.84,0h3min13s,682.1179809570312
198.3349645137787,6500,0.88,0h3min18s,762.1240234375
202.0550646781921,7000,0.88,0h3min22s,762.1240234375
204.796897649765,7500,0.88,0h3min24s,762.1259765625
206.7293169498444,8000,0.85,0h3min26s,702.114013671875
210.22987461090088,8500,0.82,0h3min30s,642.1079711914062
211.941468000412,9000,0.84,0h3min31s,682.1160278320312
214.43164014816284,9500,0.91,0h3min34s,822.1300048828125
216.91832733154297,10000,0.94,0h3min36s,882.1380004882812
219.00388050079343,10500,0.95,0h3min39s,902.1400146484376
220.71498918533325,11000,0.95,0h3min40s,902.1400146484376
222.15616130828855,11500,0.93,0h3min42s,862.135986328125
223.58633732795715,12000,0.95,0h3min43s,902.1400146484376
224.74755358695984,12500,0.95,0h3min44s,902.1400146484376
225.92691946029663,13000,0.94,0h3min45s,882.1380004882812
226.97877430915835,13500,0.95,0h3min46s,902.1400146484376
228.08333325386047,14000,0.94,0h3min48s,882.1380004882812
229.4322893619537,14500,0.95,0h3min49s,902.1400146484376
231.1829559803009,15000,0.99,0h3min51s,982.1480102539062
232.1283664703369,15500,0.99,0h3min52s,982.1480102539062
234.1326534748077,16000,0.96,0h3min54s,922.1420288085938
234.88459300994876,16500,0.97,0h3min54s,942.1439819335938
236.2012884616852,17000,0.93,0h3min56s,862.135986328125
238.00721192359924,17500,0.91,0h3min58s,822.1320190429688
239.37719631195068,18000,0.97,0h3min59s,942.1439819335938
240.497451543808,18500,0.98,0h4min0s,962.14599609375
243.06943798065183,19000,0.92,0h4min3s,842.1339721679688
244.56478571891785,19500,0.91,0h4min4s,822.1320190429688
245.6663134098053,20000,0.96,0h4min5s,922.1420288085938
246.2465889453888,20500,0.98,0h4min6s,962.14599609375
247.703537940979,21000,0.98,0h4min7s,962.14599609375
248.5032694339752,21500,0.98,0h4min8s,962.14599609375
250.0183622837067,22000,0.99,0h4min10s,982.1480102539062
251.0715935230255,22500,0.98,0h4min11s,962.14599609375
252.2871811389923,23000,0.99,0h4min12s,982.1480102539062
253.66779160499573,23500,0.98,0h4min13s,962.1439819335938
255.005788564682,24000,0.98,0h4min15s,962.1439819335938
256.15449619293213,24500,0.99,0h4min16s,982.1480102539062
257.38168454170227,25000,0.99,0h4min17s,982.1480102539062
258.9299774169922,25500,0.98,0h4min18s,962.14599609375
259.99435901641846,26000,0.98,0h4min19s,962.14599609375
262.10188698768616,26500,0.96,0h4min22s,922.1320190429688
263.4395070075989,27000,0.94,0h4min23s,882.1279907226562
264.2021255493164,27500,0.98,0h4min24s,962.14599609375
265.3910338878632,28000,0.97,0h4min25s,942.1439819335938
267.1648182868957,28500,0.96,0h4min27s,922.1420288085938
268.17946887016296,29000,0.99,0h4min28s,982.1480102539062
269.34998750686646,29500,1.0,0h4min29s,1002.1500244140624
271.076203584671,30000,1.0,0h4min31s,1002.1500244140624
271.88707518577576,30500,1.0,0h4min31s,1002.1500244140624
273.04338788986206,31000,0.97,0h4min33s,942.1439819335938
275.4534430503845,31500,0.85,0h4min35s,702.1179809570312
277.8002269268036,32000,0.81,0h4min37s,622.1099853515625
279.333256483078,32500,0.91,0h4min39s,822.1320190429688
281.49752855300903,33000,0.97,0h4min41s,942.1439819335938
283.4752299785614,33500,0.96,0h4min43s,922.1420288085938
285.191880941391,34000,0.95,0h4min45s,902.135986328125
286.7905397415161,34500,0.95,0h4min46s,902.1339721679688
288.34417366981506,35000,0.94,0h4min48s,882.135986328125
289.5774667263031,35500,0.95,0h4min49s,902.135986328125
290.3959765434265,36000,0.95,0h4min50s,902.135986328125
291.99670910835266,36500,0.94,0h4min51s,882.1380004882812
292.6990466117859,37000,0.94,0h4min52s,882.1339721679688
293.60197496414185,37500,0.95,0h4min53s,902.135986328125
294.4122405052185,38000,0.96,0h4min54s,922.1420288085938
296.66279578208923,38500,0.93,0h4min56s,862.135986328125
297.37857604026794,39000,0.94,0h4min57s,882.135986328125
299.5676472187042,39500,0.94,0h4min59s,882.135986328125
301.4049394130707,40000,0.92,0h5min1s,842.1320190429688
