Wall time,Step,mean_reward,time,mean_reward1
0.0,500,0.49,0h0min0s,-13.826153755187988
31.381856679916385,1000,0.55,0h0min31s,101.81549835205078
60.69898247718811,1500,0.59,0h1min0s,181.9069976806641
84.43934631347656,2000,0.62,0h1min24s,241.9304962158203
106.57297897338869,2500,0.64,0h1min46s,281.94500732421875
125.28443169593812,3000,0.66,0h2min5s,321.9674987792969
144.4463505744934,3500,0.69,0h2min24s,382.0144958496094
161.8257360458374,4000,0.69,0h2min41s,382.0289916992188
176.83291292190552,4500,0.64,0h2min56s,281.9960021972656
189.81077456474304,5000,0.69,0h3min9s,382.0060119628906
204.05973935127255,5500,0.78,0h3min24s,562.0419921875
214.4050533771515,6000,0.87,0h3min34s,742.0864868164062
226.38118743896484,6500,0.91,0h3min46s,822.083984375
237.52961111068728,7000,0.94,0h3min57s,882.0850219726562
241.55225825309756,7500,0.96,0h4min1s,922.1204833984376
251.50898838043213,8000,0.97,0h4min11s,942.1420288085938
258.76060724258423,8500,0.97,0h4min18s,942.1420288085938
263.8561248779297,9000,0.96,0h4min23s,922.1229858398438
270.0459043979645,9500,0.97,0h4min30s,942.125
278.62864661216736,10000,0.98,0h4min38s,962.1439819335938
285.5752317905426,10500,0.97,0h4min45s,942.1380004882812
291.43397521972656,11000,0.98,0h4min51s,962.1224975585938
296.2439634799957,11500,0.99,0h4min56s,982.1284790039062
299.6719675064087,12000,0.98,0h4min59s,962.1420288085938
304.7882194519043,12500,0.97,0h5min4s,942.1400146484376
308.3552625179291,13000,0.96,0h5min8s,922.1110229492188
314.5477361679077,13500,0.95,0h5min14s,902.1090087890624
317.4374740123749,14000,0.98,0h5min17s,962.14599609375
319.82399344444275,14500,0.99,0h5min19s,982.1400146484376
323.0798375606537,15000,0.99,0h5min23s,982.1400146484376
326.62115716934204,15500,0.98,0h5min26s,962.1380004882812
327.5529794692993,16000,0.98,0h5min27s,962.1380004882812
329.8866460323334,16500,0.98,0h5min29s,962.14599609375
332.4133348464966,17000,0.98,0h5min32s,962.14599609375
334.9520740509033,17500,1.0,0h5min34s,1002.1500244140624
336.2612316608429,18000,1.0,0h5min36s,1002.1500244140624
338.583847284317,18500,0.98,0h5min38s,962.1259765625
339.6716513633728,19000,0.98,0h5min39s,962.1259765625
341.0627498626709,19500,1.0,0h5min41s,1002.1500244140624
342.480973482132,20000,1.0,0h5min42s,1002.1500244140624
343.7969253063202,20500,1.0,0h5min43s,1002.1500244140624
345.76271772384644,21000,1.0,0h5min45s,1002.1500244140624
347.0067262649536,21500,1.0,0h5min47s,1002.1500244140624
349.51779556274414,22000,0.98,0h5min49s,962.1185302734376
352.9175307750702,22500,0.96,0h5min52s,922.0830078125
354.53472352027893,23000,0.96,0h5min54s,922.0814819335938
356.04518461227417,23500,0.97,0h5min56s,942.1005249023438
357.7979974746704,24000,0.98,0h5min57s,962.114501953125
360.3017451763153,24500,0.98,0h6min0s,962.1190185546876
362.7196559906006,25000,0.99,0h6min2s,982.1380004882812
364.8121840953827,25500,1.0,0h6min4s,1002.1500244140624
367.925475358963,26000,1.0,0h6min7s,1002.1500244140624
369.3757917881012,26500,1.0,0h6min9s,1002.1500244140624
373.0556156635285,27000,1.0,0h6min13s,1002.1500244140624
375.9391765594482,27500,1.0,0h6min15s,1002.1500244140624
378.39640045166016,28000,1.0,0h6min18s,1002.1500244140624
379.4586935043335,28500,1.0,0h6min19s,1002.1500244140624
380.5713903903961,29000,0.99,0h6min20s,982.1480102539062
382.92922592163086,29500,0.99,0h6min22s,982.1480102539062
383.930783033371,30000,1.0,0h6min23s,1002.1500244140624
386.66236090660095,30500,0.99,0h6min26s,982.1480102539062
389.05241203308105,31000,0.99,0h6min29s,982.1480102539062
394.4355363845825,31500,1.0,0h6min34s,1002.1500244140624
396.2236740589142,32000,1.0,0h6min36s,1002.1500244140624
399.316792011261,32500,1.0,0h6min39s,1002.1500244140624
403.0375099182129,33000,1.0,0h6min43s,1002.1500244140624
405.0583279132843,33500,1.0,0h6min45s,1002.1500244140624
407.05333614349365,34000,1.0,0h6min47s,1002.1500244140624
409.6194627285004,34500,1.0,0h6min49s,1002.1500244140624
414.0751080513001,35000,1.0,0h6min54s,1002.1500244140624
422.1080710887909,35500,0.99,0h7min2s,982.1420288085938
426.9869544506073,36000,0.99,0h7min6s,982.1420288085938
432.3614933490753,36500,1.0,0h7min12s,1002.1500244140624
436.9570186138153,37000,1.0,0h7min16s,1002.1500244140624
443.7364854812622,37500,0.99,0h7min23s,982.1284790039062
447.41005659103394,38000,0.99,0h7min27s,982.1284790039062
454.879282951355,38500,1.0,0h7min34s,1002.1500244140624
462.12764525413513,39000,1.0,0h7min42s,1002.1500244140624
470.00312066078186,39500,1.0,0h7min50s,1002.1500244140624
472.80523204803467,40000,1.0,0h7min52s,1002.1500244140624
