n_steps,time,mean_reward
195,0h1min3s,0.54
422,0h2min4s,0.63
683,0h3min7s,0.65
923,0h4min9s,0.67
1228,0h5min9s,0.72
1510,0h6min9s,0.75
1835,0h7min11s,0.76
2151,0h8min13s,0.76
2546,0h9min13s,0.76
2968,0h10min13s,0.77
3439,0h11min15s,0.79
3968,0h12min17s,0.81
4634,0h13min18s,0.81
5188,0h14min19s,0.79
5836,0h15min20s,0.82
6444,0h16min21s,0.82
7256,0h17min21s,0.81
8202,0h18min22s,0.83
9046,0h19min24s,0.84
9753,0h20min25s,0.84
10523,0h21min27s,0.85
11390,0h22min28s,0.88
12186,0h23min29s,0.88
13187,0h24min29s,0.89
14063,0h25min29s,0.91
15199,0h26min29s,0.94
16898,0h27min30s,0.93
18851,0h28min30s,0.97
22969,0h29min31s,0.97
32991,0h30min31s,0.99
45564,0h31min31s,1.0
64926,0h32min31s,1.0
111710,0h33min31s,1.0
137602,0h34min31s,1.0
191935,0h35min31s,1.0
266441,0h36min31s,1.0
330445,0h37min31s,1.0
396575,0h38min31s,1.0
483891,0h39min31s,1.0
553774,0h40min31s,1.0
607234,0h41min31s,1.0
688931,0h42min31s,1.0
