n_steps,time,mean_reward
174,0h1min0s,0.49
385,0h2min0s,0.53
618,0h3min1s,0.59
875,0h4min3s,0.62
1156,0h5min5s,0.67
1366,0h6min6s,0.7
1568,0h7min7s,0.72
1756,0h8min8s,0.73
1951,0h9min10s,0.75
2161,0h10min12s,0.77
2381,0h11min15s,0.78
2667,0h12min17s,0.79
2928,0h13min19s,0.8
3206,0h14min20s,0.79
3539,0h15min21s,0.79
4005,0h16min22s,0.79
4446,0h17min24s,0.78
4906,0h18min26s,0.78
5392,0h19min27s,0.78
5854,0h20min27s,0.79
6352,0h21min29s,0.81
6980,0h22min31s,0.85
7715,0h23min31s,0.86
8503,0h24min31s,0.85
9426,0h25min32s,0.85
10490,0h26min32s,0.85
11648,0h27min32s,0.85
13022,0h28min33s,0.85
14566,0h29min33s,0.85
16201,0h30min34s,0.85
17737,0h31min35s,0.85
19473,0h32min37s,0.86
21521,0h33min37s,0.85
22923,0h34min37s,0.86
24491,0h35min38s,0.87
26530,0h36min38s,0.91
29455,0h37min39s,0.97
34500,0h38min39s,0.99
39362,0h39min39s,0.99
57464,0h40min39s,0.99
95695,0h41min40s,1.0
139018,0h42min40s,1.0
