n_steps,time,mean_reward
198,0h1min0s,0.45
422,0h2min1s,0.54
689,0h3min3s,0.61
947,0h4min4s,0.64
1250,0h5min6s,0.71
1570,0h6min7s,0.75
1935,0h7min8s,0.75
2328,0h8min11s,0.78
2712,0h9min12s,0.8
3126,0h10min14s,0.81
3552,0h11min15s,0.83
3982,0h12min15s,0.84
4510,0h13min16s,0.85
5105,0h14min16s,0.87
5728,0h15min16s,0.88
6411,0h16min17s,0.9
7152,0h17min18s,0.89
8089,0h18min18s,0.91
9090,0h19min19s,0.92
10148,0h20min19s,0.93
11323,0h21min19s,0.94
12685,0h22min20s,0.93
14588,0h23min20s,0.98
17181,0h24min20s,0.98
20337,0h25min21s,0.99
24354,0h26min21s,0.98
31562,0h27min21s,0.99
50559,0h28min21s,1.0
73961,0h29min21s,1.0
107101,0h30min21s,1.0
139474,0h31min21s,1.0
164196,0h32min22s,1.0
227461,0h33min22s,1.0
299940,0h34min22s,1.0
360573,0h35min22s,1.0
421982,0h36min22s,1.0
481543,0h37min22s,1.0
547935,0h38min22s,1.0
613920,0h39min22s,1.0
665851,0h40min22s,1.0
704471,0h41min22s,1.0
754576,0h42min22s,1.0
