n_steps,time,mean_reward,mean_length
892,0h0min4s,0.44,89.2
1368,0h0min10s,0.34,68.4
2222,0h0min26s,0.35,74.07
2768,0h0min40s,0.33,69.2
3584,0h0min58s,0.33,71.68
4361,0h1min16s,0.31,71.22
5036,0h1min32s,0.32,72.9
5627,0h1min46s,0.31,67.33
6218,0h1min59s,0.3,69.61
6901,0h2min14s,0.27,67.0
7791,0h2min33s,0.26,69.22
8546,0h2min50s,0.24,71.75
9569,0h3min13s,0.24,77.67
10289,0h3min28s,0.25,80.14
11008,0h3min43s,0.26,84.1
11854,0h4min2s,0.26,80.18
12599,0h4min19s,0.27,79.92
13488,0h4min37s,0.26,78.8
14132,0h4min51s,0.27,77.31
14814,0h5min5s,0.28,75.82
15792,0h5min27s,0.28,79.18
16845,0h5min48s,0.29,85.22
17556,0h6min2s,0.3,81.73
18311,0h6min15s,0.29,82.47
19063,0h6min32s,0.28,85.27
20003,0h6min53s,0.26,84.53
20668,0h7min8s,0.23,77.84
21438,0h7min25s,0.23,78.08
22006,0h7min38s,0.21,73.39
22701,0h7min54s,0.2,73.29
23602,0h8min14s,0.22,72.53
24345,0h8min31s,0.25,72.94
24831,0h8min42s,0.24,68.16
25509,0h8min56s,0.24,70.65
26340,0h9min14s,0.26,72.45
26978,0h9min29s,0.24,69.76
27952,0h9min49s,0.23,71.12
28485,0h10min0s,0.23,72.33
29412,0h10min19s,0.22,76.82
30351,0h10min39s,0.23,80.61
31518,0h11min3s,0.25,90.98
32076,0h11min15s,0.24,83.25
32644,0h11min28s,0.26,82.12
33559,0h11min49s,0.27,83.27
34045,0h11min59s,0.26,76.71
34745,0h12min15s,0.25,65.78
35602,0h12min33s,0.25,69.43
36597,0h12min55s,0.24,79.47
37511,0h13min15s,0.22,79.45
38544,0h13min36s,0.23,88.59
39452,0h13min58s,0.23,93.96
40230,0h14min14s,0.24,92.67
41072,0h14min33s,0.26,89.71
42018,0h14min52s,0.28,90.53
42881,0h15min9s,0.27,87.0
43716,0h15min27s,0.29,86.29
44707,0h15min46s,0.26,89.12
45685,0h16min8s,0.25,92.41
46416,0h16min25s,0.24,87.37
47223,0h16min44s,0.25,87.1
48047,0h17min3s,0.22,87.12
48975,0h17min24s,0.23,84.1
49814,0h17min43s,0.24,82.47
50542,0h17min59s,0.22,81.16
51526,0h18min19s,0.2,86.33
52226,0h18min34s,0.23,82.12
53182,0h18min54s,0.22,84.18
53892,0h19min10s,0.22,81.92
54647,0h19min27s,0.22,82.45
55543,0h19min48s,0.23,80.73
56321,0h20min5s,0.22,80.78
57349,0h20min28s,0.23,83.67
57984,0h20min43s,0.22,80.61
58505,0h20min56s,0.22,77.61
59379,0h21min15s,0.22,75.53
60218,0h21min36s,0.22,78.37
61197,0h21min56s,0.23,77.41
61752,0h22min10s,0.23,75.84
62731,0h22min32s,0.24,85.61
63717,0h22min54s,0.25,85.78
64711,0h23min18s,0.25,90.59
65450,0h23min35s,0.22,85.35
66251,0h23min54s,0.22,88.88
67225,0h24min17s,0.22,88.88
68288,0h24min43s,0.19,89.82
69307,0h25min8s,0.19,91.06
70118,0h25min26s,0.19,93.49
71016,0h25min45s,0.17,94.31
72065,0h26min9s,0.16,96.86
72959,0h26min30s,0.12,93.55
73725,0h26min51s,0.14,88.59
74658,0h27min18s,0.15,90.98
75543,0h27min39s,0.18,90.53
76362,0h27min58s,0.18,86.22
77178,0h28min19s,0.23,84.69
78010,0h28min39s,0.23,85.22
78633,0h28min56s,0.22,79.9
79338,0h29min15s,0.21,74.84
79964,0h29min33s,0.22,71.04
80740,0h29min54s,0.21,71.8
81535,0h30min16s,0.21,72.02
82491,0h30min39s,0.23,76.29
83470,0h31min1s,0.24,83.06
84107,0h31min18s,0.25,83.31
84687,0h31min36s,0.24,77.76
85826,0h32min6s,0.25,84.9
