n_steps,time,mean_reward,mean_length
877,0h0min4s,0.37,87.7
1629,0h0min15s,0.39,81.45
2676,0h0min38s,0.38,89.2
3127,0h0min50s,0.36,78.17
3746,0h1min5s,0.34,74.92
4771,0h1min27s,0.34,79.31
5661,0h1min46s,0.32,79.59
6486,0h2min4s,0.3,75.86
7199,0h2min20s,0.28,80.63
8075,0h2min38s,0.29,87.63
9049,0h2min58s,0.27,86.37
9785,0h3min14s,0.24,82.82
10502,0h3min29s,0.24,79.71
11573,0h3min52s,0.24,87.73
12527,0h4min14s,0.23,89.25
13241,0h4min30s,0.21,84.16
14069,0h4min50s,0.22,85.96
14962,0h5min10s,0.21,88.12
15748,0h5min27s,0.2,84.27
16746,0h5min50s,0.19,83.12
17600,0h6min8s,0.2,87.43
18371,0h6min23s,0.21,84.75
19003,0h6min37s,0.22,81.27
19920,0h6min57s,0.22,82.14
20832,0h7min16s,0.24,82.8
21634,0h7min33s,0.22,81.06
22510,0h7min52s,0.22,83.12
23206,0h8min6s,0.22,82.57
23823,0h8min21s,0.2,78.49
24767,0h8min40s,0.2,77.73
25539,0h8min57s,0.19,78.53
26322,0h9min16s,0.18,76.71
27128,0h9min33s,0.18,78.65
28059,0h9min53s,0.2,84.12
29059,0h10min16s,0.18,86.12
29873,0h10min33s,0.19,85.2
30582,0h10min50s,0.18,84.14
31207,0h11min5s,0.19,80.71
32163,0h11min24s,0.2,81.73
32929,0h11min40s,0.2,77.84
33706,0h11min58s,0.21,77.12
34501,0h12min14s,0.24,78.8
35293,0h12min32s,0.25,80.76
36154,0h12min50s,0.21,80.22
36835,0h13min5s,0.22,78.55
37702,0h13min22s,0.25,79.41
38544,0h13min42s,0.24,81.22
39627,0h14min5s,0.24,85.57
40615,0h14min29s,0.25,88.75
41421,0h14min48s,0.25,91.1
42384,0h15min7s,0.19,93.76
43279,0h15min25s,0.18,94.8
44157,0h15min43s,0.17,90.78
45047,0h16min3s,0.17,87.73
45938,0h16min23s,0.19,90.2
46635,0h16min38s,0.22,85.31
47312,0h16min53s,0.24,81.04
48279,0h17min15s,0.25,82.78
48992,0h17min31s,0.25,79.63
49669,0h17min48s,0.23,75.12
50457,0h18min6s,0.22,76.16
51100,0h18min20s,0.22,74.71
51843,0h18min36s,0.24,70.73
52771,0h18min55s,0.23,75.92
53711,0h19min16s,0.22,81.22
54516,0h19min35s,0.22,79.98
55407,0h19min55s,0.22,84.84
56358,0h20min16s,0.19,89.27
57435,0h20min39s,0.17,91.63
58435,0h20min59s,0.13,93.84
59416,0h21min19s,0.1,98.04
60429,0h21min40s,0.06,100.43
61389,0h22min0s,0.05,100.61
62234,0h22min17s,0.04,96.06
63331,0h22min38s,0.04,97.96
64331,0h22min58s,0.04,98.33
64779,0h23min10s,0.07,87.25
65341,0h23min25s,0.13,78.67
66197,0h23min44s,0.17,77.92
67014,0h24min2s,0.2,74.18
67712,0h24min18s,0.24,68.25
68661,0h24min41s,0.23,76.41
69363,0h24min58s,0.21,80.82
70248,0h25min19s,0.2,81.39
70882,0h25min36s,0.21,77.8
71822,0h25min57s,0.21,82.55
72737,0h26min19s,0.24,80.41
73421,0h26min37s,0.27,80.45
74156,0h26min56s,0.26,78.59
74964,0h27min16s,0.26,82.0
75807,0h27min37s,0.25,80.1
76837,0h28min1s,0.21,81.0
77796,0h28min25s,0.18,86.35
78839,0h28min49s,0.17,93.78
79818,0h29min12s,0.17,95.8
80496,0h29min29s,0.19,93.9
81299,0h29min51s,0.21,90.63
82121,0h30min11s,0.21,86.76
82918,0h30min32s,0.22,82.22
84002,0h30min58s,0.21,85.43
85002,0h31min18s,0.16,89.2
