n_steps,time,mean_reward,mean_length
748,0h0min4s,0.43,74.8
1431,0h0min13s,0.37,71.55
2145,0h0min29s,0.37,71.5
2489,0h0min39s,0.33,62.23
3080,0h0min53s,0.33,61.6
3812,0h1min11s,0.32,60.63
4456,0h1min25s,0.31,60.14
5212,0h1min43s,0.3,60.67
5738,0h1min56s,0.3,64.76
6471,0h2min13s,0.28,66.73
7468,0h2min34s,0.26,71.76
8081,0h2min48s,0.25,71.9
8924,0h3min7s,0.25,73.27
9828,0h3min27s,0.27,82.16
10682,0h3min45s,0.26,84.53
11256,0h3min59s,0.26,76.24
12070,0h4min18s,0.26,78.84
12926,0h4min38s,0.25,81.76
13805,0h4min55s,0.24,79.94
14643,0h5min13s,0.26,78.37
15311,0h5min28s,0.25,81.47
15855,0h5min40s,0.25,76.18
16701,0h5min59s,0.25,75.33
17360,0h6min13s,0.23,71.67
18185,0h6min33s,0.23,71.14
19257,0h6min55s,0.25,79.29
20247,0h7min16s,0.27,87.35
20918,0h7min31s,0.27,83.31
21871,0h7min53s,0.3,89.1
22738,0h8min12s,0.3,90.51
23408,0h8min29s,0.29,83.35
23996,0h8min43s,0.27,75.75
24902,0h9min2s,0.26,80.08
25871,0h9min25s,0.27,81.8
26774,0h9min44s,0.26,81.1
27330,0h9min58s,0.25,77.39
28043,0h10min15s,0.25,79.71
28642,0h10min30s,0.24,74.45
29411,0h10min46s,0.22,71.37
30180,0h11min4s,0.2,68.06
30966,0h11min21s,0.22,73.37
31702,0h11min37s,0.23,72.35
32567,0h11min57s,0.22,78.92
33428,0h12min16s,0.24,80.73
34154,0h12min33s,0.24,80.1
35002,0h12min52s,0.24,82.37
35683,0h13min7s,0.21,79.43
36435,0h13min25s,0.22,78.49
37381,0h13min44s,0.22,79.47
38137,0h14min2s,0.23,80.06
38794,0h14min17s,0.25,76.75
39437,0h14min31s,0.27,75.57
40105,0h14min48s,0.27,72.35
40909,0h15min8s,0.26,71.08
41574,0h15min25s,0.24,68.22
42371,0h15min42s,0.24,70.67
43132,0h16min1s,0.24,73.73
43947,0h16min20s,0.22,77.29
44966,0h16min43s,0.22,81.51
45501,0h16min57s,0.22,78.96
46176,0h17min13s,0.21,76.57
46797,0h17min28s,0.21,74.35
47518,0h17min46s,0.22,71.98
48271,0h18min4s,0.22,65.71
48991,0h18min21s,0.24,68.73
49716,0h18min38s,0.24,69.96
50224,0h18min51s,0.24,69.16
50916,0h19min6s,0.23,67.39
51644,0h19min24s,0.23,68.78
52461,0h19min45s,0.23,68.51
53310,0h20min6s,0.25,70.92
53804,0h20min18s,0.26,72.16
54649,0h20min38s,0.24,73.71
55343,0h20min56s,0.25,73.55
56294,0h21min18s,0.26,75.98
57124,0h21min38s,0.24,76.75
57903,0h21min56s,0.23,80.9
58868,0h22min19s,0.25,84.63
59420,0h22min34s,0.25,81.9
60113,0h22min52s,0.23,77.37
60804,0h23min10s,0.23,74.12
61504,0h23min28s,0.24,73.41
62234,0h23min47s,0.21,68.35
63201,0h24min13s,0.2,76.98
63878,0h24min31s,0.18,75.78
64755,0h24min53s,0.19,79.43
65744,0h25min17s,0.18,85.1
66676,0h25min39s,0.18,89.06
67388,0h25min56s,0.18,84.43
68204,0h26min17s,0.18,86.78
69094,0h26min38s,0.18,86.25
69966,0h26min58s,0.16,86.33
70729,0h27min18s,0.15,79.82
71699,0h27min42s,0.17,86.49
72535,0h28min5s,0.15,86.88
73452,0h28min29s,0.15,85.92
74273,0h28min48s,0.16,86.41
74939,0h29min6s,0.17,84.51
75760,0h29min29s,0.16,82.75
76654,0h29min52s,0.16,82.22
77445,0h30min13s,0.16,80.25
78378,0h30min37s,0.17,83.53
79218,0h31min0s,0.17,85.84
80057,0h31min22s,0.15,84.45
80802,0h31min43s,0.17,83.29
81664,0h32min6s,0.18,85.86
