n_steps,time,mean_reward,mean_length
902,0h0min4s,0.41,90.2
1511,0h0min13s,0.39,75.55
2349,0h0min30s,0.39,78.3
3031,0h0min46s,0.37,75.78
3727,0h1min2s,0.34,74.54
4427,0h1min19s,0.32,69.76
5391,0h1min40s,0.32,78.04
6311,0h2min0s,0.3,78.31
7295,0h2min22s,0.29,85.57
8255,0h2min40s,0.3,89.96
9321,0h3min2s,0.29,97.92
10245,0h3min22s,0.29,97.14
11199,0h3min42s,0.29,97.8
11956,0h4min2s,0.28,93.35
12668,0h4min20s,0.27,88.49
13493,0h4min37s,0.26,84.33
14636,0h5min0s,0.25,88.29
15514,0h5min20s,0.24,86.57
16367,0h5min39s,0.24,86.61
17139,0h5min57s,0.22,89.63
17860,0h6min14s,0.22,85.9
18629,0h6min32s,0.21,80.25
19611,0h6min55s,0.23,82.29
20590,0h7min18s,0.23,83.33
21558,0h7min41s,0.25,87.04
22441,0h8min1s,0.27,90.67
23634,0h8min27s,0.28,100.1
24501,0h8min48s,0.27,96.88
25531,0h9min10s,0.28,98.84
26398,0h9min31s,0.28,96.86
27148,0h9min49s,0.29,95.57
27995,0h10min9s,0.29,87.47
28881,0h10min29s,0.29,87.84
29806,0h10min47s,0.27,85.78
30518,0h11min5s,0.25,82.75
31545,0h11min26s,0.25,88.18
32348,0h11min44s,0.24,86.06
33355,0h12min6s,0.23,89.69
34166,0h12min22s,0.22,87.45
34851,0h12min39s,0.24,85.61
35653,0h12min58s,0.23,82.51
36575,0h13min18s,0.24,84.84
37287,0h13min36s,0.23,79.06
38190,0h13min56s,0.23,81.55
39060,0h14min16s,0.22,84.49
39862,0h14min32s,0.2,84.31
40732,0h14min51s,0.17,81.98
41732,0h15min11s,0.14,89.12
42732,0h15min30s,0.09,90.02
43732,0h15min50s,0.05,92.61
44732,0h16min10s,0.02,96.41
45781,0h16min33s,0.03,100.96
46686,0h16min54s,0.04,99.1
47686,0h17min16s,0.06,99.1
48670,0h17min38s,0.07,98.78
49670,0h18min1s,0.08,98.78
50670,0h18min23s,0.07,97.82
51759,0h18min50s,0.07,101.43
52718,0h19min11s,0.07,100.63
53683,0h19min33s,0.06,100.25
54683,0h19min55s,0.06,100.25
55683,0h20min18s,0.05,100.25
56683,0h20min38s,0.04,98.51
57683,0h20min58s,0.02,99.31
58683,0h21min20s,0.01,100.0
59683,0h21min40s,0.0,100.0
60683,0h22min1s,0.0,100.0
61675,0h22min21s,0.0,99.84
62514,0h22min41s,0.01,96.69
63520,0h23min3s,0.01,96.8
64520,0h23min26s,0.01,96.8
65425,0h23min46s,0.02,94.94
66364,0h24min6s,0.03,93.9
67337,0h24min27s,0.03,94.92
68337,0h24min47s,0.03,96.41
69337,0h25min9s,0.02,96.41
70264,0h25min29s,0.03,96.84
71173,0h25min50s,0.04,96.25
72173,0h26min12s,0.03,96.78
73173,0h26min36s,0.04,96.78
74100,0h26min57s,0.05,95.35
75100,0h27min17s,0.05,95.45
76100,0h27min40s,0.04,98.57
77027,0h28min2s,0.04,97.14
78027,0h28min24s,0.04,97.14
79027,0h28min45s,0.02,98.57
79956,0h29min7s,0.03,97.18
80956,0h29min28s,0.03,97.18
81956,0h29min52s,0.03,98.61
82956,0h30min17s,0.04,98.61
83754,0h30min37s,0.09,94.65
84506,0h30min58s,0.13,91.18
85441,0h31min22s,0.18,89.9
